Code,Subject,Year Level,Band,Strand,Descriptor,elaborations,Linked Achievement IDs
AC9HP4P06,HPE,Year 4,3-4,"Personal, Social and Community Health",explain how and why emotional responses can vary and practise strategies to manage their emotions,"recognising how the depth and strength of their own emotional responses may vary in different situations, such as when experiencing loss, and practising strategies to manage emotions|analysing scenarios and identifying possible triggers and warning signs to predict emotional responses|analysing scenarios and identifying how someone might respond in a helpful way during an emergency|explaining the strategies characters in texts use to identify and manage their emotions before deciding to act|implementing self-regulation strategies to manage the expression of emotional responses",
AC9HP4P07,HPE,Year 4,3-4,"Personal, Social and Community Health","rehearse and refine strategies for seeking, giving and denying permission respectfully and describe situations when permission is required","practising and refining strategies for seeking and giving consent; for example, giving consent for their photo to be shared|exploring actions they can take if someone has done something hurtful or disrespectful to them without their permission or consent including in online environments|exploring actions they can take when they or others are unsafe, such as saying no, leaving the situation and reporting the incident, and discussing how to use these strategies in situations in which someone posts an embarrassing picture online without permission, touches private parts of their body, or uses violence against them",
AC9HP4P08,HPE,Year 4,3-4,"Personal, Social and Community Health",describe and apply protective behaviours and help-seeking strategies in a range of online and offline situations,"describing warning signs (physical, emotional and external) that can help them to know if they are safe or unsafe|examining protective behaviours to stay safe in different situations, including near water or roads, in the park, when they are online or when someone makes them feel uncomfortable or unsafe|identifying a range of help-seeking strategies to negotiate positive outcomes when challenging situations, such as reporting negative or harmful online behaviour by seeking help from trusted adults|indicating on a local map the location of safe places and people who can help if they feel unsafe or scared|proposing strategies for managing online safety by recognising when they feel uncomfortable or unsafe, and identifying steps for reporting negative or harmful behaviour|discussing different protective behaviours and help-seeking strategies characters in texts use to keep themselves and others safe",
AC9HP4P09,HPE,Year 4,3-4,"Personal, Social and Community Health","interpret the nature and intention of health information and messages, and reflect on how they influence personal decisions and behaviours","accessing different sources of health information and examining the accuracy of these sources, including brochures, websites, TV shows and advertisements, online promotions and food labels|examining health messages relating to food and nutrition from different sources and exploring choices, behaviours and outcomes conveyed in these messages|identifying, examining and combining information and opinions from a range of sources to inform decisions and behaviours on a range of health issues|investigating the level of influence health messages from different people and sources may have on their health decisions",
AC9HP4P10,HPE,Year 4,3-4,"Personal, Social and Community Health","investigate and apply behaviours that contribute to their own and others’ health, safety, relationships and wellbeing","identifying how medications and other substances can be stored safely in the home and at school|exploring the benefits of following eating patterns that reflect The Australian Guide to Healthy Eating, and investigating nutritional information about foods|discussing the importance of a sense of belonging and connection in promoting mental health and wellbeing|exploring benefits of regular physical activity and identifying opportunities when they can be active at school, at home and in the community|explaining how characters in texts take responsibility for their own and others’ safety in a range of situations, including water and road environments|exploring recommendations around time spent on screen-based activities in the Australian 24-Hour Movement Guidelines for Children and Young People and discussing ways to create or maintain a healthier balance|identifying ways they can change their behaviours to support the sustainability of the Earth’s systems; for example, recycling or composting systems to minimise waste in the school, and community fruit and vegetable gardens to create healthy and sustainable lunches or snacks|practising strategies for enhancing mental wellbeing such as positive self-talk, mindfulness and meditation",
AC9HP4M01,HPE,Year 4,3-4,Movement and Physical Activity,refine and apply fundamental movement skills in new movement situations,"performing activities where locomotor and object control skills are combined to complete a movement, task or challenge|exploring and practising different techniques to propel objects towards a range of targets|performing fundamental movement skills to demonstrate weight transference in different physical activities|coordinating kicking with arm movements to move the body through the water using different types of strokes|performing routines incorporating different jumping, landing and balancing techniques, and connecting movements to create a movement sequence",
AC9HP4M02,HPE,Year 4,3-4,Movement and Physical Activity,apply and adapt movement strategies to achieve movement outcomes,"planning and performing strategies to be successful in a range of minor and small-sided games such as tag and dodge games, target games and net/court games|demonstrating how movement strategies can be adapted to create scoring opportunities in invasion games, target games, net/court games, and striking and fielding games|manipulating centre of gravity to enhance stability as they perform a range of balance activities and explaining how centre of gravity and base of support influence stability|evaluating the outcome of a game tactic that has been adapted to improve scoring options using set criteria",
AC9HP4M03,HPE,Year 4,3-4,Movement and Physical Activity,"demonstrate how movement concepts related to effort, space, time, objects and people can be applied when performing movement sequences","demonstrating acceleration, deceleration and changing direction of movement in minor games, and rhythmic and expressive activities|discussing and demonstrating different levels, movement pathways, and use of space and flow in movement sequences|using the body to demonstrate an understanding of symmetry, shapes and angles when performing movement skills, balances or movement sequences|exploring different ways of manipulating space to receive passes, maintain possession, or increase or decrease scoring opportunities in invasion, net/court, striking and fielding, and target games",
AC9HP4M04,HPE,Year 4,3-4,Movement and Physical Activity,participate in physical activities to explore how their body feels and describe how regular physical activity helps the body stay healthy and well,"participating in physical activity circuits to explore how the body feels before, during and after participation|performing warm-up and stretching routines to understand how to prepare the body to be active|investigating the influence of regular physical activity on quality of sleep, concentration and overall wellbeing",
AC9HP4M05,HPE,Year 4,3-4,Movement and Physical Activity,participate in physical activities in natural and outdoor settings to examine factors that can influence their own and others’ participation,participating in physical activities in natural settings in the local area and reflecting on the enjoyable components of participation and how to encourage family and friends to participate|exploring First Nations Australians’ connection to special places and how these places are linked to physical activities|participating in physical activities they can do at home and exploring how they can be more active at home using everyday items as equipment|exploring ways in which people can connect with other members of their community through participating in physical activities,
AC9HP4M06,HPE,Year 4,3-4,Movement and Physical Activity,"explore recommendations about physical activity and sedentary behaviours, and discuss strategies to achieve the recommendations","participating in a range of physical activities and investigating opportunities to incorporate these into lunchtime activities to encourage students to be active at lunchtimes|examining the benefits of regular physical activity, including the influence on sleep, concentration and wellbeing|exploring physical activity and screen-usage time recommendations in the Australian 24-Hour Movement Guidelines for Children and Young People and proposing how they can meet these recommendations",
AC9HP4M07,HPE,Year 4,3-4,Movement and Physical Activity,apply creative thinking when designing movement sequences and solving movement problems,"transferring and applying fundamental movement skills to solve movement challenges such as how to move the ball from one end of the field to the other, how to return the ball over the net into space and how to deceive an opponent|drawing on prior knowledge from other physical activity experiences to solve challenges faced when participating in outdoor activities|developing questions and seeking and trialling answers with others as a strategy for solving movement challenges, such as partner or group balance challenges, game tactics to increase scoring chances and obstacle course challenges",
AC9HP4M08,HPE,Year 4,3-4,Movement and Physical Activity,apply rules and scoring systems to promote fair play when participating or designing physical activities,collaborating to decide rules for a new game to promote fair play and inclusion of all learners|describing processes of decision making that ensure fairness in games and contributing to fair decision-making by applying the rules appropriately in physical activities|interpreting and applying rules fairly in physical activities where they are in the role of officiating|exploring rules and scoring systems used in traditional games of First Nations Australians and comparing them to rules and systems used in other games they have played,
AC9HP4M09,HPE,Year 4,3-4,Movement and Physical Activity,perform a range of roles in respectful ways to achieve successful outcomes in group or team movement activities,"using cooperative skills to complete a movement task, such as a partner balance, partner passing strategy or team strategy|working cooperatively with team members to maintain possession in a game by passing to other players and listening to teammates|modifying physical activities to ensure that everyone is included, such as changing equipment, rules or playing space",
AC9HP6P01,HPE,Year 6,5-6,"Personal, Social and Community Health","explain how identities can be influenced by people and places, and how we can create positive self-identities","explaining how role models influence the way individuals see themselves; for example, sporting role models, social media influencers, parents, friends and coaches|investigating how First Nations Australians identify within and across communities through connection to Country/Place; for example, Bama People of the rainforests of North Queensland or Quandamooka People of South East Queensland|examining how beliefs and cultural practices convey meanings for cultural groups, including Australians of Asian heritage, and contribute to the development of positive self-identities|exploring how connection to people and places can influence personal and cultural identities over time|exploring the different levels of connection within First Nations Australian communities, such as cultural group, clan, Country/Place, skin names and social standing within community|exploring how family, peers, popular culture, gender stereotypes and the media influence developing identities",
AC9HP6P02,HPE,Year 6,5-6,"Personal, Social and Community Health","investigate resources and strategies to manage changes and transitions, including changes associated with puberty","understanding that experiences of puberty differ, and the resources and strategies chosen to manage these changes are personal|examining the range of products and resources available to manage the physical changes associated with puberty, including products for managing menstruation|understanding that physical changes experienced during puberty are linked to rites of passage ceremonies in many First Nations Australian communities|discussing ways families and cultural groups acknowledge and celebrate major stages of development in young people’s lives|analysing how roles and responsibilities change as people grow older and examining strategies for managing these increasing responsibilities|examining how the developmental changes that occur through puberty prepare a persons' body for reproduction",
AC9HP6P03,HPE,Year 6,5-6,"Personal, Social and Community Health",investigate how the portrayal of societal roles and responsibilities can be influenced by gender stereotypes,"identifying characters in texts who are not constrained by traditional gender stereotypes and how this influences their choices and actions|questioning the fairness of gender roles and proposing ways to challenge those practices that infringe on an individual’s human rights|investigating how social and cultural norms about gender can influence the roles and responsibilities of family members and people within their community|identifying those gender norms that can have limiting and harmful effects, and proposing strategies to advance gender equality and respect for human rights",
AC9HP6P04,HPE,Year 6,5-6,"Personal, Social and Community Health",describe and demonstrate how respect and empathy can be expressed to positively influence relationships,"exploring strategies for responding when relationships change, such as starting a new school, changing priorities or interests, family break-up, or joining a new sports team|proposing strategies for managing the changing nature of relationships, including dealing with bullying and harassment, and building new friendships|exploring and performing different roles and responsibilities in physical activities that promote enjoyment, safety and positive outcomes for all participants|recognising how words and labels used regarding First Nations Australians can cause offence and how this awareness can support and strengthen respectful relationships|examining the behaviours people demonstrate when treating others in respectful ways, and comparing to those behaviours that constitute forms of bullying, racism or gender-based violence",
AC9HP6P05,HPE,Year 6,5-6,"Personal, Social and Community Health",describe and implement strategies to value diversity in their communities,"proposing strategies to help others understand points of view that differ from their own and to encourage discussion about individual and cultural similarities and differences to tackle discrimination such as sexism, racism and homophobia|exploring initiatives that sporting and cultural groups use to celebrate diversity, counter discrimination and racism, and support the wellbeing of their communities|discussing the role bystanders can play in promoting respectful interactions and challenging disrespect and discrimination such as homophobia, transphobia and racism|discussing how adaptations and modifications to physical activities can enable inclusivity for students with a range of abilities|exploring the importance of cultural expressions of First Nations Australians in maintaining a continuing deep connection to Country/Place and its influence on wellbeing|examining how beliefs, values and cultural practices convey meaning and influence peoples’ sense of identity and belonging, including Australians of Asian heritage",
AC9HP6P06,HPE,Year 6,5-6,"Personal, Social and Community Health",apply strategies to manage emotions and analyse how emotional responses influence interactions,"exploring the emotions associated with feeling unsafe or uncomfortable and proposing strategies to manage these situations|analysing situations in which emotions can influence decision-making, including in peer-group, family and movement situations|exploring when emotional responses can be intense or unpredictable, including feelings of grief associated with loss, and practising strategies to self-regulate and manage expression of strong emotions",
AC9HP6P07,HPE,Year 6,5-6,"Personal, Social and Community Health","describe strategies for seeking, giving or denying consent and rehearse how to communicate their intentions effectively and respectfully","exploring the steps of seeking, giving or denying consent (asking, responding, listening and reacting) and practising how to communicate their intentions effectively at each step|practising and refining strategies for interpreting verbal and non-verbal cues related to seeking, giving and denying consent in a range of situations|analysing how a person’s reaction to being denied permission to do something can affect others’ feelings and discussing options for dealing with situations when this may occur; for example, feelings of disappointment, shame and anger associated with rejection",
AC9HP6P08,HPE,Year 6,5-6,"Personal, Social and Community Health",analyse and rehearse protective behaviours and help-seeking strategies that can be used in a range of online and offline situations,"researching sources of health information and places where they can seek help, and prioritising those that are reliable and trustworthy|examining ways to normalise and de-stigmatise help-seeking behaviour so all students feel more comfortable and confident to seek help when needed|discussing strategies for maintaining online safety when using digital tools and environments, including the options and processes for reporting negative or harmful behaviour|exploring actions they can take when they feel unsafe when online; for example, who to speak to if someone posts an embarrassing picture of them without permission or when to step away from negative online social interactions|proposing strategies they can use if they witness others in unsafe situations, such as accessing support networks or telling an adult they trust|analysing the responses of characters in TV shows or movies when in unsafe or risky situations and discussing the efficacy of their response to the situation",
AC9HP6P09,HPE,Year 6,5-6,"Personal, Social and Community Health",investigate different sources and types of health information and how these apply to their own and others’ health choices,"examining how family, friends, media and public identities may influence the way people act and the choices they make in relation to their health|analysing nutritional information of different foods and developing strategies to communicate healthier choices to their family|identifying trusted people in their lives with whom they can share their health needs and concerns, and rehearsing ways to communicate concerns about their health to a variety of support people|examining and comparing relevant health information and opinions, and identifying which aspects can be verified as accurate and reliable",
AC9HP6P10,HPE,Year 6,5-6,"Personal, Social and Community Health","analyse how behaviours influence the health, safety, relationships and wellbeing of individuals and communities","recognising actions that can help keep classmates safe, including strategies to reduce potential for contamination, infection and anaphylaxis|investigating practices that help promote and maintain health and wellbeing, such as eating a diet reflecting The Australian Guide to Healthy Eating, meeting recommendations for daily physical activity and creating connections with others to enhance social health|exploring how kinship and extended family structures in First Nations Australian communities support and enhance the health, safety and wellbeing of their communities|proposing strategies they can use in daily routines to increase physical activity levels and reduce sedentary behaviour|practising and refining assertive communication techniques that can be used in a range of situations where they may be asked to do something they don’t believe is appropriate|proposing and implementing strategies to positively contribute to online environments, such as evaluating the impact of “character” behaviour when gaming with peers|examining sustainable food practices to measure the quality of food available in the school canteen or local area|describing strategies to support a sense of belonging and connection, and recognising the importance of social support for enhancing mental health and wellbeing",
AC9HP6M01,HPE,Year 6,5-6,Movement and Physical Activity,adapt and modify movement skills across a variety of situations,"applying stability and locomotor skills to dodge and feint in different movement situations|performing activities that involve a transition from one skill to another, such as from dribbling to shooting or from leaping to balancing, in changing movement situations|adapting kicking, striking and throwing skills to a variety of new games and activities|combining surface propulsion and underwater skills in an aquatic environment|composing and performing a range of static and dynamic balances on different body parts, rotating and pivoting to change direction of movement",
AC9HP6M02,HPE,Year 6,5-6,Movement and Physical Activity,transfer familiar movement strategies to different movement situations,"adapting and transferring defensive or offensive strategies that have been successful in one game to another similar game|examining and demonstrating how strategies used in one physical activity can be transferred to a new movement situation|transferring strategies they have used to maintain balance to safely traverse a natural environment|making judgements, based on agreed criteria, about the effectiveness of transferring strategies from one game to another",
AC9HP6M03,HPE,Year 6,5-6,Movement and Physical Activity,"investigate how different movement concepts related to effort, space, time, objects and people can be applied to improve movement outcomes","demonstrating an understanding of how to adjust the force and speed of an object to improve accuracy and control|creating a movement sequence that demonstrates variations in flow and levels, and involves individuals moving together in time|working with a partner to explore pushing and pulling movements and how these can be manipulated to generate and perform counterbalances|developing strategies that exploit the playing space to create overlaps and extra attackers",
AC9HP6M04,HPE,Year 6,5-6,Movement and Physical Activity,participate in physical activities to investigate the body’s reaction to different levels of intensity,"performing activities of different intensities and measuring breathing rate, heart rate and other body responses to categorise activities into low, moderate and high intensity|designing and modelling different warm-up and cool-down routines for the class and discussing their importance for reducing the chance of injuries or soreness after activity|participating in and designing physical activity opportunities that support their health and fitness goals",
AC9HP6M05,HPE,Year 6,5-6,Movement and Physical Activity,"participate in physical activities that enhance health and wellbeing in natural and outdoor settings, and analyse the steps and resources needed to promote participation","analysing how access to natural environments and the outdoors can influence participation in physical activities, and enhance health and wellbeing|learning traditional dances from local First Nations Australian community members and recognising the role dance plays in the lives of these communities|researching the Australian 24-Hour Movement Guidelines for Children and Young People, comparing their daily habits of physical activity to the recommendations and proposing strategies for enhancing or maintaining their levels of activity|discussing how a connection to a community space or special place can influence the types of physical activity options people will choose to participate in, such as links to skate parks, surf beaches or bushwalking trails",
AC9HP6M06,HPE,Year 6,5-6,Movement and Physical Activity,propose and explain strategies to increase physical activity and reduce sedentary behaviour levels in their lives,"creating and participating in an activity circuit they could replicate at home that is designed to improve health-related fitness|examining the benefits of physical activity for social health and mental wellbeing, and researching options for participating in physical activities in the local area|investigating the resources needed and steps required to set up a lunchtime sports competition, activity circuit or playground games aimed at increasing levels of physical activity among students and staff",
AC9HP6M07,HPE,Year 6,5-6,Movement and Physical Activity,predict and test the effectiveness of applying different skills and strategies in a range of movement situations,"predicting and systematically testing a range of solutions to unfamiliar movement challenges to find out which solution is most appropriate or effective|adapting movement skills and strategies from other contexts to generate creative solutions to unfamiliar movement challenges when participating in outdoor activities|co-developing criteria to assess effectiveness of responses to movement challenges, predicting the effectiveness of each, then testing and refining solutions against the criteria in order to achieve successful outcomes",
AC9HP6M08,HPE,Year 6,5-6,Movement and Physical Activity,devise and test alternative rules and game modifications to support fair play and inclusive participation,"proposing changes to rules and/or conditions to create a more inclusive game or to allow for a fairer contest|recognising unfairness and exclusion in a game situation, and proposing strategies to overcome these issues|discussing where and when they have witnessed fairness and inclusion in a game situation and explaining what factors led to the game being inclusive and fair|investigating the effectiveness of rules used in traditional games of First Nations Australians to promote participation, such as Inkanyi: a cooperative running game played by the Pitjantjatjara / Yankunytjatjara of central Australia where there are no winners and Barambah gimbe: a throwing and catching game from the lands of the Wakka Wakka where catchers can be nominated to increase participation",
