Code,Subject,Year Level,Band,Strand,Descriptor,elaborations,Linked Achievement IDs
AC9TDE4K01,Design and Technologies,Year 4,3-4,Knowledge and Understanding,"examine design and technologies occupations and factors including sustainability that impact on the design of products, services and environments to meet community needs","exploring how many First Nations Australians were and continue to be recognised for their specialist skills in designing and producing products made from local materials and providing related services, using sustainable practices to ensure future access to meet community needs, for example traditional adhesives|exploring how design and technologies occupations in the local area (urban, suburban, regional or rural) meet community needs, for example bakers, builders, engineers, farmers, seafood industry workers, mechanics, radiographers, textile designers and others in science, technology, engineering and mathematics roles|examining the suitability of a service or system and proposing improvements, for example a water-saving system for a bathroom at home or school, traffic management systems to reduce traffic jams around the school, remote and regional services including medical services|exploring how Australian designers consider sustainability when designing products, services or environments, for example designing products from 100% recycled materials, designing services that use minimal energy, or designing landscapes that require minimal water|examining products and environments to discover the factors that may have influenced the design and choice of technologies used, for example discussing energy-efficient cooking with a wok, or sustainable wood products for home use including furniture made from plantation timbers, bamboo toothbrushes or coconut shell bowls|conducting a survey to identify a community need that involves accessibility and social sustainability, for example design features that improve access to the school",
AC9TDE4K02,Design and Technologies,Year 4,3-4,Knowledge and Understanding,describe how forces and the properties of materials affect function in a product or system,"researching how First Nations Australians consider buoyant forces as they select materials for watercraft, for example making bark or dugout canoes|looking at models to identify how materials are used and movement is created, for example in the design of a toy with wheels or moving parts|exploring through play how movement can be started by combining materials and using forces, for example releasing a wound rubber band to propel a model boat, how different materials may impact a marble roll speed, or how various surfaces from carpet to grass to concrete might affect a robot’s movement|deconstructing a product or system to identify how motion and forces affect performance, for example in a puppet such as a Japanese bunraku puppet or a model windmill with moving sails|identifying engineered systems and experimenting with available local materials, tools and equipment to solve problems, for example designing a container or parachute that will keep an egg intact when dropped from a height; a pop-up card; a tower; or a vehicle",
AC9TDE4K03,Design and Technologies,Year 4,3-4,Knowledge and Understanding,describe the ways of producing food and fibre,"researching food and fibre production techniques and technologies developed by First Nations Australians, such as burning, tilling, planting, transplanting, watering, irrigating, weeding, thinning, cropping, storing and trading food|describing tools, equipment and procedures to improve plant and animal production, for example when growing vegetables in the school garden and producing environments such as a glasshouse (protected cropping) or animal housing including safe chicken shelters|comparing farming methods for food in Australia and a country in Asia, for example the use of different types of plants and animals and how diverse technologies are used to produce them|researching how animal fibres (for example wool, alpaca) and plant fibres (for example timber, cotton, bamboo) are produced in Australia, for example how production of plantation timbers may be different from bamboo production",
AC9TDE4K04,Design and Technologies,Year 4,3-4,Knowledge and Understanding,describe the ways food can be selected and prepared for healthy eating,"exploring how First Nations Australians consider the nutrient content of seasonal foods as a means of maintaining a balanced diet|recognising the benefits food technologies provide for health and food safety and to ensure that a wide variety of food is available and can be prepared for healthy eating, for example pasteurisation of milk for food safety and freezing of vegetables to retain nutrients and reduce food waste|exploring the differences between fresh food and processed food by researching nutrient content of fresh food using a nutrition calculator app and examining nutrition information labels on processed foods for nutritional values|considering creative ways foods can be prepared for maximum taste and appeal, for example locating and discussing images online that show colourful or fun ways to present food that might encourage healthy eating|describing foods using the senses, for example describing the colour, aroma, sound, texture and taste of the ingredients in a salad or stir-fry and how our senses influence what we select to eat",
AC9TDE4P01,Design and Technologies,Year 4,3-4,Processes and Production Skills,"explore needs or opportunities for designing, and test materials, components, tools, equipment and processes needed to create designed solutions","exploring the designs and performance of models of First Nations Australians’ watercraft, and the opportunities for their designs to inform the design of a floating toy|examining the production of local products, services and environments to enhance their own design ideas, for example discussing the processes and systems that might be used to distribute hot food to a large number of people at a community event|selecting and making judgements about appropriate joining techniques for materials to produce designs, prototypes, structures or working models, for example joining fabric, paper or cardboard in various ways|exploring and testing a range of materials under different conditions for suitability including sustainability considerations, for example the compostability of paper-based materials or the strength and durability of natural materials|exploring the different uses of materials in a range of products, including those from a country in Asia, to inform design decisions, for example in shelters, boats, handmade tools, baskets, wooden items, musical instruments, clothing and fabric",
AC9TDE4P02,Design and Technologies,Year 4,3-4,Processes and Production Skills,"generate and communicate design ideas and decisions using appropriate attributions, technical terms and graphical representation techniques, including using digital tools","visualising innovative design ideas by producing thumbnail sketches, models and labelled drawings to explain features and modifications, for example drawing one or more designs for a machine to collect waste, and including labels and descriptions to explain materials used, their properties and the intended function of components or the whole system|planning, sharing and documenting creative designs, ideas and processes using digital tools and appropriate terms and privacy considerations, for example a class blog or collaborative document that has been selectively shared with peers|communicating design ideas using annotated diagrams, for example labelling a diagram for a pushcart with technical terms and explanations about components such as the chassis, axle, wheels and steering|generating design ideas for solutions using Safety by Design principles, for example designing communication that is accessible for all parents and carers",
AC9TDE4P03,Design and Technologies,Year 4,3-4,Processes and Production Skills,"select and use materials, components, tools, equipment and techniques to safely make designed solutions","exploring ways of joining, connecting and assembling components that ensure success including the impact digital tools have on these processes, for example using virtual reality or simulations to experience assembling materials or using tools|using tools and equipment accurately when measuring, marking and cutting, for example when creating a template or pattern, measuring ingredients in a recipe or preparing a garden bed for sowing seeds|explaining the importance of safe, responsible, inclusive and cooperative work practices when designing and making, for example when handling sharp equipment such as knives and scissors|selecting and using materials, components, tools, equipment and processes with consideration of the environmental impact at each stage of the production process, for example considering how packaging and offcuts could be recycled or used for other purposes before choosing materials for a project|using appropriate technologies terms to describe and share with other students the procedures and techniques for making, for example how to safely make an engineered solution such as a robotic device",
AC9TDE4P04,Design and Technologies,Year 4,3-4,Processes and Production Skills,use given or co-developed design criteria including sustainability to evaluate design ideas and solutions,"developing design criteria with others including considering universal design principles to address social sustainability, for example a criterion that specifies flexible or intuitive use or low physical effort|using design criteria to evaluate, revise and select design ideas, for example when designing an e-textile toy for a young child to ensure it will be safe|comparing the amount of waste that would be produced from different design ideas and the potential for recycling waste, for example exploring the choice of materials to construct a toy and whether these materials are repairable or able to be recycled once the toy breaks or is no longer wanted|reflecting on how well their designed solution meets design criteria, such as ensuring safety and wellbeing of users and meeting the needs of communities or different cultures, for example reviewing and discussing the choice of fabrics used to make re-usable bags and how they could be made more appealing to all cultural groups by considering modifications to style",
AC9TDE4P05,Design and Technologies,Year 4,3-4,Processes and Production Skills,sequence steps to individually and collaboratively make designed solutions,"determining planning processes as a class, for example recording when parts of a project need to be completed on a timeline, in a spreadsheet, calendar or list|discussing the importance of managing time and resource allocation throughout production, for example discussing the roles different people might take in a team and identifying the tasks they will complete and the resources they will each need|identifying the steps in a mass production process, for example drawing a flowchart or making a video recording of a procedure for packing identical boxes of food for community members in need, where each student in a group has a separate task as part of the production process",
AC9TDE6K01,Design and Technologies,Year 6,5-6,Knowledge and Understanding,"explain how people in design and technologies occupations consider competing factors including sustainability in the design of products, services and environments","investigating how First Nations Australians have long considered competing factors especially those related to sustainability in the design of fish harvesting technologies, for example fish traps and fish poisons that allow for selective harvesting and release of bycatch, as compared with high-yield, non-selective harvesting practices such as trawling|describing the impact and sustainability implications of designed products, services or environments on local, regional and global communities, for example the emergence of small businesses that are recycling materials, such as plastic tags and bottle tops into prosthetics|explaining the importance of aesthetics, function and sustainability in product design, for example a textile product that gives ultraviolet protection and is appealing; an odour-fighting wool fabric that minimises washing; a motor that moves a vehicle and uses a sustainable power source; a modification to a home to reduce environmental impact; restoring a natural environment and enabling low-impact access for the public such as boardwalks in fragile wet heath or swamp ecosystems|identifying the components of a service that contribute to its success and assessing potential risk or failure, for example a community service announcement to communicate a message in the school or to a wide audience; a service that manages an aspect of the environment such as Clean Up Australia Day in different communities|considering how engineers resolve competing factors to produce innovative solutions, for example experimenting with novel ideas such as biomimicry to engineer a solution such as a soft robotic device|considering how Safety by Design principles have been used in the design of products, services or environments, for example considering how prevention, protection and proactive change can be used to improve safety of designed solutions",
AC9TDE6K02,Design and Technologies,Year 6,5-6,Knowledge and Understanding,"explain how electrical energy can be transformed into movement, sound or light in a product or system","investigating how automated, labour-saving photovoltaic systems are expected to provide opportunities for First Nations Australians to expand their aquaculture industries in coastal regions of northern Australia|explaining how sun tracking of solar panels assists renewable energy production in communities classified as remote|describing the process needed to carefully plan and select components for a system to perform a specific task, for example planning the arrangement of switches, light globes and a power source in a lighting design|producing models using materials, tools and equipment to show how to control movement, sound or light, for example constructing an automation or lifting system including a pulley to raise a bucket or toy|deconstructing a product or system to discover how movement, sound or light can be controlled, for example taking apart a torch or buzzer, or exploring circuit design in a security system and investigating the properties of materials to solve problems including the amount of light reflected from different surfaces to control a sensor",
AC9TDE6K03,Design and Technologies,Year 6,5-6,Knowledge and Understanding,explain how and why food and fibre are produced in managed environments,"exploring how before colonisation, First Nations Australians lived in discrete communities that cared for, protected and sustainably harvested food and fibre resources, some of which are now cultivated to meet domestic and international demand, for example bunya nuts, macadamia and finger limes|investigating and experimenting with different tools, equipment and methods of preparing soil and the effect on soil quality and sustainability including conserving and recycling nutrients, for example building a food composting system, including mulch when designing a sustainable school vegetable garden or cropping area|describing the relationship between plant types and animal breeds and their environmental suitability when selecting suitable plants or animals for an environment, for example growing tropical fruits in northern Australia due to higher temperature, and raising sheep in the cooler regions of Australia|sequencing the process of converting on-farm food or fibre products into a product suitable for retail sale, for example creating a digital flowchart to record a paddock-to-plate supply chain, or the fibre-to-garment life cycle (fibre, yarn, fabric, garment)|visiting a farm or participating in a virtual tour to ask questions about how and why food and fibre are produced in that environment",
AC9TDE6K04,Design and Technologies,Year 6,5-6,Knowledge and Understanding,explain how the characteristics of foods influence selection and preparation for healthy eating,"investigating how First Nations Australians have long selected and prepared foods for healthy eating, for example based on their nutritional value, availability, spoilage, preparation and processing requirements|using the Australian Dietary Guidelines to determine the recommended number of serves for an individual, for example describing and planning a healthy meal or lunchbox for a particular individual with recommended serving sizes to inform choices and then explaining the characteristics of the selected foods|experimenting with tools, equipment, ingredients and techniques to design and make food products or meals for selected groups for healthy eating taking into consideration environmental impacts and nutritional benefits, for example experimenting with preserving techniques including pickling, fermentation, air drying or sun drying and presenting information on the benefits for an audience|exploring a variety of tastes and how they may influence the selection or preparation of food, for example the sour, salty, sweet, spicy and umami flavours of many foods from countries across Asia|developing strategies to communicate healthy choices based on the Australian Dietary Guidelines, for example designing a website with food preparation tips for healthy eating for pre-teens|exploring the food service options of a local restaurant, café, fast food or takeaway establishment and identifying the food preparation skills needed to prepare food for healthy eating",
AC9TDE6K05,Design and Technologies,Year 6,5-6,Knowledge and Understanding,"explain how characteristics and properties of materials, systems, components, tools and equipment affect their use when producing designed solutions","investigating how First Nations Australians have long used material science knowledge to identify materials and preparation techniques to meet performance needs, for example twining techniques of string and rope fibres to ensure suitability for use in wet, dry, freshwater and saltwater applications|identifying and describing the properties of materials for the design and construction of a household product or system to improve household sustainability, for example a product for storing harvested water or reducing energy consumption|describing the materials and systems used in public places and facilities that benefit the way people live, for example a community exercise environment, arts facility, water treatment plant or garbage collection service|comparing and describing the tools, equipment and techniques used to manufacture products in factories with those used by local and regional enterprises including cost and impacts, for example clothing made in factories compared with local handmade garments|comparing the design and production of products, services or environments in Australia and a country in Asia, for example comparing the diversity, availability and properties of preferred materials and the design of public shelters and housing in Indonesia and Australia|investigating the properties of fibres and how these are used to create products, for example designing an experiment to test which fabrics are warmest and explaining how those properties influence what they are used for",
AC9TDE6P01,Design and Technologies,Year 6,5-6,Processes and Production Skills,"investigate needs or opportunities for designing, and the materials, components, tools, equipment and processes needed to create designed solutions","investigating First Nations Australians’ traditional fibre sources as potential commercial solutions for biodegradable string or rope, and researching the materials, systems, components, tools and equipment needed|surveying people in the school community about their needs in order to design an appropriate product, service or environment that addresses the need, for example planning the requirements for a community meal, creating more shade in the school by determining where trees could be planted or designing a security system for the community garden|investigating designed solutions from around the world to make suitable, quality decisions that meet needs or opportunities, for example locating information online about small-space gardening ideas from different countries and judging their suitability for the local environment|investigating the importance of complementary parts of working systems by deconstructing the components, structure and purpose of products, services or environments, for example labelling a diagram of a robotic weeder or vacuum cleaner and explaining the function of parts|testing a range of materials, components, tools and equipment to determine the appropriate technologies needed to make products, services or environments, for example the materials for a product such as a rubber-band-powered vehicle or item of protective clothing|investigating how to minimise material use and manage waste by comparing the environmental and social impacts of materials, components, tools and equipment, for example comparing the cost and environmental impact of repurposing an old item of clothing to create a carry bag with buying a new one, or using vegetable scraps to make a healthy soup versus buying takeaway soup",
AC9TDE6P02,Design and Technologies,Year 6,5-6,Processes and Production Skills,"generate, iterate and communicate design ideas, decisions and processes using technical terms and graphical representation techniques, including using digital tools","generating a range of design ideas for products, services or environments using prior knowledge, skills and research, for example a security system for a community garden, a product made from a repurposed item of clothing, a permaculture vegetable patch or a healthy meal for a family picnic|analysing, modifying and developing design ideas to enhance and improve the sustainability of the product, service, environment or system, for example analysing eco-friendly alternatives to non-recyclable decorations for a community event or replacing paper-based newsletters with online formats|representing and communicating design ideas using modelling and drawing standards including the use of digital tools, for example including scale, symbols and codes in plans and diagrams; using pictorial maps and aerial views; and using digital mapping applications or infographics to present research and ideas to others|developing and using models to iterate and improve design ideas, for example using modelling applications to design the layout and features of an enclosure for a chosen animal|experimenting with materials, tools and equipment to refine design decisions and processes, for example considering the selection of materials and joining techniques to suit the purpose of a product, such as a pop-up book, a fabric bag or an electric circuit|considering the social values and ethics of clients when designing an environment, for example interviewing users of a space or seeking permission to use designs or images created by others including respect of cultural and intellectual property",
AC9TDE6P03,Design and Technologies,Year 6,5-6,Processes and Production Skills,"select and use suitable materials, components, tools, equipment and techniques to safely make designed solutions","matching material and joining techniques to the design intention, for example accurately and safely cutting and sewing the fabric pieces to make a community banner or joining components to produce an electric circuit|using appropriate personal protective equipment (PPE) required for the use of some tools and equipment, for example protective eyewear and working safely, responsibly and cooperatively to ensure safe work areas, for example the safe use of equipment when making a water-resistant, floating craft|choosing appropriate materials, tools, equipment and techniques for a specific purpose, for example when safely and hygienically preparing food, cultivating garden beds or constructing electronic products|identifying work practices that show an understanding of nutrition, environmental considerations, hygiene and food safety when designing and making a food product, for example washing fruit and vegetables carefully to remove residues, safe disposal of cooking oils to avoid environmental damage, refrigerated storage of highly perishable foods, being aware of food allergies",
AC9TDE6P04,Design and Technologies,Year 6,5-6,Processes and Production Skills,"negotiate design criteria including sustainability to evaluate design ideas, processes and solutions","deciding on design criteria collaboratively for a designed solution, for example including an environmental sustainability criterion such as product should be recyclable|developing design criteria with others to evaluate the suitability of materials, tools and equipment for specific purposes, for example considering the most suitable fabric, tools and equipment needed to make beeswax wraps|iterating and modifying design ideas based on evaluation to improve solutions, for example modifying the sensitivity of sensors in the design of an automated light|evaluating their designed solutions including considering the benefits and costs of production processes and the environmental impact, for example for the production of an animal shelter|reflecting on designed solutions to evaluate and assess suitability and sustainability and determine how well they meet design criteria, for example gathering relevant data to make judgements about a school or community fundraising event in relation to waste reduction, attendance and funds raised, and considering how these aspects could be handled in future events",
AC9TDE6P05,Design and Technologies,Year 6,5-6,Processes and Production Skills,develop project plans that include consideration of resources to individually and collaboratively make designed solutions,"setting milestones for production processes and allocating roles to team members, for example using a cloud-based or server-based document or spreadsheet to list tasks, deadlines and roles for team members working on a project collaboratively, including setting document sharing permissions with selected people|identifying the human resources, materials, tools and equipment that will be needed to make the designed solution as part of the project plan and specifying when these will be needed, for example access to a wildlife expert at the planning stage and scheduling access to shared tools when building a habitat for local animals|planning production steps needed to produce a product, service or environment using digital tools, for example making a flowchart or using a digital planner to record the sequence of tasks and deadlines needed to complete a project",
