Code,Subject,Year Level,Band,Strand,Descriptor,elaborations,Linked Achievement IDs
AC9TDI4P06,Digital Technologies,Year 4,3-4,Processes and Production Skills,"use the core features of common digital tools to create, locate and communicate content, following agreed conventions","discussing and creating as a class a set of steps they need to follow to safely find information online|using an online search engine to find suitable sources to create and communicate information, following agreed steps, for example creating a presentation on life cycles|grouping, naming and itemising objects using a logical hierarchy, for example creating a section of a virtual library or virtual supermarket using folders and files",
AC9TDI4P07,Digital Technologies,Year 4,3-4,Processes and Production Skills,"use the core features of common digital tools to share content, plan tasks, and collaborate, following agreed behaviours, supported by trusted adults","using an agreed folder to make it easy for students to collaborate on shared content in a group project|demonstrating safe sharing of content with a select audience, for example sharing a holiday adventure without revealing exact dates, specific names or other personal information|listening to others when participating in online environments to share content, for example respecting the rights of others by taking turns to suggest and add words or images to a factual slide deck to share with the teacher|interacting cooperatively in a group in an online environment to plan and complete a task, for example writing and responding to others’ views on canteen products|using digital tools to plan an event as a class, for example jointly creating a class survey to help plan an end-of-year party, where responses conform to the class’s accepted behavioural expectations",
AC9TDI4P08,Digital Technologies,Year 4,3-4,Processes and Production Skills,"access their school account using a memorised password and explain why it should be easy to remember, but hard for others to guess","recalling their school username and password from memory to login to a school laptop or desktop|explaining how keeping a password secret prevents others from accessing their data, for example how their work is saved in their account and can only be accessed using their secret password|exploring techniques to create an easy to remember and hard to guess password, for example creating a password using 3 unrelated but easy to remember words",
AC9TDI4P09,Digital Technologies,Year 4,3-4,Processes and Production Skills,identify what personal data is stored and shared in their online accounts and discuss any associated risks,"identifying the personal data stored in accounts they use at school and at home and who has access to it, for example documents in their school cloud storage are accessible by the teacher, or their nickname in their online gaming accounts is visible to all players|discussing how personal data stored in online accounts forms a person’s digital identity and can reveal detailed information about people, for example looking at photographs of themselves, friends or fictional characters that reveal details about a person’s location, habits or home",
AC9TDI6K01,Digital Technologies,Year 6,5-6,Knowledge and Understanding,investigate the main internal components of common digital systems and their function,"explaining how digital systems are made up of parts that perform specific functions, for example the processor controls the tablet, performs calculations and manipulates data|exploring how the central processing unit (CPU), memory and input/output components work together to perform a simple calculation|investigating the main components in a video conferencing system and their functions, for example a telehealth system used to access ultrasound and other imagery services by communities in areas classified as remote such as those of some First Nations Australians",
AC9TDI6K02,Digital Technologies,Year 6,5-6,Knowledge and Understanding,examine how digital systems form networks to transmit data,"explaining how separate systems can be connected in different ways to exchange data, for example how a laptop can be connected to a network via a cable or radio waves|describing the way data is structured and transmitted through a network, for example broken up into packets (small pieces) and passed from the source, through multiple devices, to the destination|investigating the use of satellite phones where mobile phone networks are not available, inaccessible or unreliable, for example many homeland communities of Arnhem Land have limited access to mainstream communication networks",
AC9TDI6K03,Digital Technologies,Year 6,5-6,Knowledge and Understanding,explain how digital systems represent all data using numbers,"representing data using whole numbers and recognising this is how digital systems represent data, for example converting letters in a message to numbers using their position in the alphabet|explaining how the data type used to represent data changes the operations that can be performed on it, for example adding numbers performs addition whereas adding strings joins them",
AC9TDI6K04,Digital Technologies,Year 6,5-6,Knowledge and Understanding,explore how data can be represented by off and on states (zeros and ones in binary),"making collaboratively a long thread with beads representing binary for the letters that spell the Country/Place name in the local First Nations Australian language and English, and could be displayed as a ‘binary banner’ as an Acknowledgement of Country that we are on the Traditional Lands of the <insert name> Peoples|demonstrating that an on/off state in a circuit can represent the digits one and zero, and this is how digital systems represent data|recognising how the answer to a yes/no question can be represented using on/off states, for example switching a light on or off in a circuit or a long or short dash (beep) in Morse code",
AC9TDI6P01,Digital Technologies,Year 6,5-6,Processes and Production Skills,define problems with given or codeveloped design criteria and by creating user stories,"using provided stimulus to identify an issue and writing a user story in groups, for example using a newspaper article to develop a user story, such as: a family in a bushfire or flood-prone environment needs a way to ensure they are prepared in case of an emergency|discussing possible design criteria based on a stimulus, for example the cost, sustainability and timeliness for a roadside bushfire or flood risk rating system|investigating the impact that feral animals have on native flora and fauna and how this problem has led to economic development opportunities for groups such as the Arnhem Land Progress Aboriginal Corporation",
AC9TDI6P02,Digital Technologies,Year 6,5-6,Processes and Production Skills,design algorithms involving multiple alternatives (branching) and iteration,"designing an algorithm or understanding and modifying an existing algorithm to fix an error or change functionality, for example exploring issues in drought-prone areas to decide when to water a garden, taking into account humidity as well as soil moisture level|creating the steps, decisions and loops in algorithms and knowing what step they are up to, for example repeating the steps to add 2 digits for each column in multi-digit addition, knowing which column they are adding and when to stop|constructing more than one sequence of steps that solve the same problem and explaining why one is better than the other, for example specifying the exact route through a maze versus using the right-hand rule that works for all mazes|modelling a decision that has more than 2 options to select the next step, for example selecting transport IF distance is less than 2 km THEN walk, ELSE IF the distance is less than 5 km THEN ride a bike, ELSE catch the bus|planning algorithms that repeat until a condition is met, for example keep mixing UNTIL the ingredients are combined or subtracting a number UNTIL the result reaches zero|designing an algorithm including branching and iteration which responds to data, for example how First Nations Australian rangers use structured procedures to respond to live tracking data that indicates feral buffalo are approaching an environmentally or culturally significant site",
AC9TDI6P03,Digital Technologies,Year 6,5-6,Processes and Production Skills,design a user interface for a digital system,"designing a user interface on paper or using digital tools, for example drawing the designed layout of the landing page of an app to order lunches from the school canteen|designing a user interface to address an identified need, for example including customisable font size and colour contrast to help users who are visually impaired|modelling how user interfaces allow people from different cultures and language backgrounds to access information, for example using consistent symbols to represent common actions such as copy, paste and save",
AC9TDI6P04,Digital Technologies,Year 6,5-6,Processes and Production Skills,"generate, modify, communicate and evaluate designs","ideating a range of possible design ideas, discussing them and judging them against the design criteria and user stories, for example using the design criteria to put design ideas in order of preference in a group discussion|suggesting modifications to the preferred design idea if it does not satisfy all design criteria and user stories, for example modifying a game or game controller so that it can be used by a wider range of players",
AC9TDI6P05,Digital Technologies,Year 6,5-6,Processes and Production Skills,"implement algorithms as visual programs involving control structures, variables and input","writing and editing programs to solve problems using branching, iteration and variables in a visual programming environment, for example writing a program to draw a rotated shape a given number of times using Turtle Graphics|writing programs that take input from the user or environment and storing that input in a variable for later use, for example asking the user how many shapes to draw in a circle and using that to calculate the number of iterations and angle to rotate each time|writing programs that make decisions involving multiple alternatives, for example an interactive quiz that checks if the answer is correct, gives feedback and updates the score, or gives a final grade based on the score|writing programs that repeat multiple steps based on the user’s input, for example repeatedly drawing a shape a given number of times, shifting the position between each iteration|stating the expected behaviour of a program, running the program to check it is correct and fixing any errors, for example ‘when I press the left arrow key, the cat should move left, finding the cat moves right, and fixing it by changing the 10 to -10 to alter the direction’|programming digital systems to perform automated tasks, such as closing gates, for example simulating the work of First Nations Australian rangers attempting to lure and capture feral animals",
AC9TDI6P06,Digital Technologies,Year 6,5-6,Processes and Production Skills,evaluate existing and student solutions against the design criteria and user stories and their broader community impact,"evaluating the effectiveness of their own solutions to address the identified problem from the user stories, for example checking if the information created for the local interactive history walk is relevant and meets the council’s needs|evaluating how an existing solution provides users with safety tools and features such as those described in the Safety by Design Vision for Young People, for example having a clearly visible button to easily report and block inappropriate behaviour in an app or on a website|reflecting on the many systems that are used in the wider community to address a range of problems, for example timetables to manage transport and other services through to details such as storing licence information so that police can enforce road rules|verifying the correctness of AI-generated content against information known to be factually accurate; for example, comparing the output from a generative text model providing a biography of a local leader with the data published on their official website or other authoritative source",
AC9TDI6P07,Digital Technologies,Year 6,5-6,Processes and Production Skills,"select and use appropriate digital tools effectively to create, locate and communicate content, applying common conventions","creating achievable steps and timeframes and identifying digital tools needed to produce a solution to a given problem, for example planning what they need to do to create a report on the effectiveness of the school’s recycling initiatives|locating content through search engines and in documents by revising queries and using required search terms, for example reviewing search results and modifying search terms to make the query more accurate|creating appropriate content that reflects planning as well as new external factors, for example uploading a draft of a report on a local government issue to the teacher for feedback as part of an iterative process|creating content for a school celebration, for example designing a collaborative spreadsheet that can be used by a small group to plan and cost their graduation party, together with a folder of tagged resources which support the planning|judging the tone and appropriateness for the intended audience of text generated using autocomplete; for example, deciding that the predictive text was too formal for a conversation with a friend and rewriting it in more casual language",
AC9TDI6P08,Digital Technologies,Year 6,5-6,Processes and Production Skills,"select and use appropriate digital tools effectively to share content online, plan tasks and collaborate on projects, demonstrating agreed behaviours","following a previously created plan to report back to the class on a given problem, using digital tools, for example small groups reporting on the best location for a new skate park in the local government area|defining and acting collectively using online community standards and valuing the work of others, for example moderating language and behaviour in an online class forum, not deleting the work of collaborators, and respecting others’ intellectual property|naming, organising and storing files in a way that allows for easy retrieval of shared content, for example labelling the main folders by topic, such as ‘school garden project’, and then creating subfolders for each section of the project, such as ‘plans’, ‘designs’ and ‘implementation’|demonstrating agreed behaviours; following cultural protocols, including relevant permissions and attributions; acknowledging diversity, capability and strength; and addressing risks and responsibilities such as privacy, security, and accuracy of data; for example when sharing images of First Nations Australians’ cultural artefacts|using a range of communication tools to share ideas and information with stakeholders, for example presenting content for a school celebration such as a graduation celebration with the parents and citizens association or school executive in an online forum",
AC9TDI6P09,Digital Technologies,Year 6,5-6,Processes and Production Skills,access multiple personal accounts using unique passphrases and explain the risks of password re-use,"using multiple accounts, each with different passphrases, to access each website or app used for school and home, for example having a different username and password combination for school, gaming and music accounts|explaining why re-using a password is risky when one of them is found out, for example how a compromised password from one social media account might be able to be used to access their bank or school account if the password is the same and other details are also compromised",
AC9TDI6P10,Digital Technologies,Year 6,5-6,Processes and Production Skills,explain the creation and permanence of their digital footprint and consider privacy when collecting user data,"describing scenarios where data, images or both that have been posted online can lead to information being resurfaced at a later date, for example how a comment made on a social media post or video associates a person with both their comment and the content|explaining why collecting the smallest amount of data needed for a purpose is important to protect someone’s privacy, for example how choosing not to collect information about someone’s birthdate when it is not necessary ensures that private data cannot be stolen in a cyber attack",
