"id","homeDescriptorId","linkedDescriptorIds","name","description","sequenceOrder","difficultyStage","exampleOfSuccess","commonError","checkpointTask","isOptional","isArchived","ownerTier","copiedFromId","equivalentToId","suppressedByTeacher","icReadinessStatus","aiQualityFlags","reviewNotes"
"ac9m2a02-ic05","AC9M2A02","[AC9M3A01]","Deriving related subtraction facts","Students use known addition facts to derive and record the related subtraction facts, understanding the inverse relationship.","5","middle","Knowing 9+6=15, the student writes 15-6=9 and 15-9=6 and explains subtraction undoes addition.","Student treats subtraction as a completely separate operation, not connecting it to known addition facts.","You know that 8+7=15. Write two subtraction facts that use the same three numbers.","False","False","system_default","","","False","active","","Cross-descriptor link candidate: connects to AC9M3A01 (inverse relationship) as a precursor skill."
"ac9m2a02-ic06","AC9M2A02","[]","Applying addition facts in two-digit calculations","Students extend known facts to solve two-digit additions, using place value partitioning and known single-digit facts.","6","late","To solve 34+5, the student says I know 4+5=9 so 34+5=39 using the known fact directly.","Student reverts to counting on for two-digit calculations, not recognising the embedded single-digit fact.","Solve 27+6. What single-digit fact helped you?","False","False","system_default","","","False","active","",""
"ac9m2a02-ic07","AC9M2A02","[]","Systematising addition facts to find patterns","Students record addition facts systematically (e.g. all facts for a given sum) to identify and explain patterns.","7","late","The student records all facts that equal 12: 3+9, 4+8, 5+7, 6+6, 7+5, 8+4, 9+3 and notices the pattern of swapping addends.","Student records facts randomly without noticing patterns, missing some and duplicating others.","Write all the addition facts that equal 10. What pattern do you notice?","True","False","system_default","","","False","active","","nan | AUDIT: Marked optional - enrichment beyond CD verbs. CD covers recall, proficiency, extend, apply, develop subtraction facts; all met by IC01-IC06."
"ac9m2a03-ic01","AC9M2A03","[AC9M2N05]","Connecting doubling language to multiplication","Students recognise that double, twice and multiply by 2 all describe the same operation, and demonstrate this with materials.","1","early","Given 4 counters, the student says double 4 is 8, that is the same as 2 groups of 4, that is 2 times 4.","Student understands double as a concrete action but does not connect it to the multiplication symbol or language.","Show me double 5 with counters. Write it as a times fact.","False","False","system_default","","","False","active","","Cross-descriptor link candidate: connects to AC9M2N05 (multiply and divide) as doubling is the first multiplication fact set."
"ac9m2a03-ic02","AC9M2A03","[]","Building the twos multiplication sequence","Students count by twos and use materials or arrays to build and record the multiplication facts for 2 (2x1 through 2x10).","2","early","The student skip-counts 2, 4, 6, 8, 10 and links each count to a fact: 2 twos is 4, 3 twos is 6 while touching each pair in an array.","Student skip-counts correctly but cannot link the count to the corresponding multiplication fact.","Count by twos to 20. Point to each step and say the matching times fact.","False","False","system_default","","","False","active","",""
"ac9m2a03-ic03","AC9M2A03","[]","Recalling multiplication facts for twos fluently","Students demonstrate rapid recall of all multiplication facts for 2 (2x1 through 2x10) without needing to skip-count.","3","middle","When asked 6 times 2, the student responds 12 within 3 seconds without audibly counting in twos.","Student knows the answer but arrives at it by skip-counting from 2 each time, relying on the sequence rather than recall.","Answer each times-2 fact as quickly as you can. No counting!","False","False","system_default","","","False","active","",""
"ac9m2a03-ic04","AC9M2A03","[AC9M2N05]","Deriving division facts using halving","Students use knowledge of multiplication facts for 2 to derive the related division facts, connecting halving to dividing by 2.","4","middle","Knowing 2x7=14, the student writes 14 divided by 2=7 and explains halving undoes doubling.","Student treats division by 2 as a separate skill, not connecting it to known multiplication facts.","You know 2x9=18. Write the two division facts that use the same three numbers.","False","False","system_default","","","False","active","","Cross-descriptor link candidate: connects to AC9M2N05 (multiply and divide) as division facts for 2 link to equal sharing and grouping."
"ac9m2a03-ic05","AC9M2A03","[]","Applying doubling and halving in practical contexts","Students apply doubling and halving to solve simple practical problems, choosing the operation that fits the situation.","5","middle","When told there are 6 students and each needs 2 pencils, the student doubles 6 to get 12 without prompting.","Student understands doubling abstractly but does not recognise when a problem situation calls for it.","There are 8 tables in the room. Each table has 2 chairs. How many chairs altogether? How did you decide to double?","False","False","system_default","","","False","active","",""
"ac9m2a03-ic06","AC9M2A03","[]","Extending twos facts beyond 2x10","Students apply understanding of the twos pattern to calculate 2x11, 2x12 and beyond, using place value and known facts.","6","late","The student says 2x12 - I know 2x10=20 and 2x2=4 so 2x12=24, using partitioning rather than counting.","Student can recall facts to 2x10 but treats larger multiples as unknown, reverting to counting.","What is 2x15? You do not need to count. What do you already know that helps?","True","False","system_default","","","False","active","","nan | AUDIT: Marked optional - extension content. CD scope is multiplication facts for twos (2x1 through 2x10); beyond is enrichment."
"ac9m2a03-ic07","AC9M2A03","[AC9M4N02]","Connecting twos facts to odd and even numbers","Students use knowledge of multiplication facts for 2 to identify even numbers as multiples of 2 and explain why others are odd.","7","late","The student says 18 is even because 2x9=18, it is in the twos. 17 is not in the twos so it is odd.","Student can identify even and odd numbers by rote but cannot explain the connection to multiplication by 2.","Is 16 even or odd? How do your twos facts help you know?","False","True","system_default","","","False","active","","Cross-descriptor link candidate: connects to AC9M4N02 (properties of odd and even numbers) as a foundational concept. | AUDIT: Archived - odd/even properties is AC9M4N02 (Year 4 content). Cross-descriptor link note retained but not appropriate as a core IC here."
