Code,Subject,Year Level,Band,Strand,Descriptor,elaborations,Linked Achievement IDs
AC9S1U02,Science,Year 1,,Science Understanding,describe daily and seasonal changes in the environment and explore how these changes affect everyday life,"making and recording observations of phenomena such as changes to weather, seasonal changes to plants such as colour or dropping of leaves, and growth of flowers or fruit|noticing how daily weather indicators and seasonal patterns help us to make plans for activities in our daily lives|investigating how seasonal changes affect plants and animals, including animals that hibernate and migrate|investigating how changes in the weather affect plants and animals, including humans|exploring how people make clothing choices using predictions of weather or knowledge of seasonal changes|recognising the extensive knowledges of daily and seasonal changes in weather patterns and landscape held by First Nations Australians|exploring how First Nations Australians’ concepts of time and weather patterns explain how things happen in the world around them",
AC9S1U03,Science,Year 1,,Science Understanding,describe pushes and pulls in terms of strength and direction and predict the effect of these forces on objects’ motion and shape,"observing and manipulating everyday objects such as playground equipment, toys, windows or doors and identifying the forces used to move these objects|investigating how the design of age-appropriate sporting equipment such as paddles, plastic bats and racquets help to produce stronger pushes and pulls|recognising that pushing or pulling on an object can start or stop its motion or change its direction of travel|exploring ways the shape of playdough can be changed when pushed or pulled|designing playground equipment, toys or games and representing push and pull forces involved using models, digital drawings or role-play|investigating the push and pull movements of traditional First Nations Australians children’s instructive toys|exploring how traditional Asian toys and games such as a kendama, Daruma Otoshi or shuttlecock are played using a push or pull",
AC9S1H01,Science,Year 1,,Science as a Human Endeavour,"describe how people use science in their daily lives, including using patterns to make scientific predictions","learning from farmers, bush care volunteers, gardeners or nursery owners about how they observe the needs of plants, and how they have designed or managed habitats to meet those needs|identifying ways that science knowledge is used in the care of the local environment and suggesting ways local gardens or parks could better meet the needs of native animals|investigating how First Nations Australians use science to meet their needs, such as food and water supply and shelter|recognising how First Nations Australians use changes in the landscape and the sky to answer questions about when to gather certain resources|learning from local ecologists or wildlife carers about native animals’ needs and how they observe animal behaviour to design supports for them to meet those needs, such as building frog and insect hotels and nesting boxes or recycling materials to provide habitat|sharing examples of how they have used science knowledge at home, such as by listening to or viewing weather forecasts or observing weather patterns when planning family events or outings, or wearing appropriate clothing for the season|identifying how we use pushes and pulls when preparing meals, and the tools that help us push or pull objects|exploring how engineers use knowledge of forces to create new playground equipment or toys",
AC9S1I01,Science,Year 1,,Science Inquiry Skills,pose questions to explore observed simple patterns and relationships and make predictions based on experiences,"posing questions about simple relationships between push and pull forces, such as: ‘Does a toy car go further if it is pushed harder?’|posing questions about how animals meet their needs in particular places, such as: ‘Where does it shelter? Where does it get water from?’|making predictions about plant needs, such as: ‘I think a plant will die if it doesn’t get enough water’|making predictions about types of animals and plants they might observe in a particular place, such as a garden or pond|making predictions about patterns of observable phenomena such as seasonal changes of plants or changes in temperatures across the seasons",
AC9S1I02,Science,Year 1,,Science Inquiry Skills,suggest and follow safe procedures to investigate questions and test predictions,"suggesting ways to conduct investigations safely, including being sun safe, using age-appropriate equipment such as plastic goggles and aprons, or following teacher instructions promptly|following steps in a guided investigation to determine how different objects move when pushed or pulled|exploring different ways of investigating science questions through guided discussion|suggesting steps for setting up and packing away equipment",
AC9S1I03,Science,Year 1,,Science Inquiry Skills,"make and record observations, including informal measurements, using digital tools as appropriate","exploring what an observation is, and different ways to make observations through guided discussion|counting and using informal measurements such as cups, handspans, walking paces, blocks, pencil lengths or lengths of string|making suggestions about types of measurements that may be made during an investigation, including using blocks to measure plant growth or paces to measure how far an object has moved|recording observations through text, drawing, counts, informal measurements, digital photography or video",
AC9S1I04,Science,Year 1,,Science Inquiry Skills,"sort and order data and information and represent patterns, including with provided tables and visual or physical models","using pictographs featuring drawings or digital photographs and tables of measurements to document patterns of growth of plants|using digital photography to show how pushes and pulls affect the shape of an object and sorting images into before and after columns of a table|using drawings or digital photographs to document changes in weather over a series of days or weeks|ordering images of seasonal changes across the year|using graphic organisers to sort data into groups, such as plants and animals, or objects around the home that need a push or pull force to work",
AC9S1I05,Science,Year 1,,Science Inquiry Skills,"compare observations with predictions and others’ observations, consider if investigations are fair and identify further questions with guidance","comparing observations with those of others, such as how many birds each group counted in the playground or how much each group’s seedling has grown in a week|consulting with First Nations Australians to compare observations and evaluate identifications of animal tracks|exploring if making weather observations at different times of day makes a difference and considering how they could compare weather across each day more fairly|comparing observations of movement with predictions, such as how far an object travels|exploring if all ‘big’ pushes are the same by comparing how far an object travels with different students doing the pushing, and discussing how they could have made the investigation fairer",
AC9S1I06,Science,Year 1,,Science Inquiry Skills,"write and create texts to communicate observations, findings and ideas, using everyday and scientific vocabulary","exploring the difference between everyday and scientific vocabulary when describing objects or events|acknowledging and learning about First Nations Australians’ ways of representing and sharing observations|creating models of the place a plant or animal lives using recycled objects, modelling clay, toys or drawings|representing seasonal changes of plants using sequential drawings, calendars or digital photographs|representing push and pull forces using role-play, labels, arrows or time lapse drawings and describing their representation using everyday and scientific vocabulary|role-playing or recounting how people they know or have observed identify and use patterns to make predictions at work or in their daily lives",
AC9S2U01,Science,Year 2,,Science Understanding,"recognise Earth is a planet in the solar system and identify patterns in the changing position of the sun, moon, planets and stars in the sky","identifying celestial objects that can be observed in space such as the sun, moon, stars and planets|viewing images or video of Earth from space, describing the shape of Earth and discussing how the images or video were taken|exploring representations of the solar system and identifying Earth and other planets|observing that some phenomena in the sky are only visible during the day and others during the night|investigating how shadow length changes with the changing position of the sun, identifying patterns and making predictions|creating a class moon diary across a month, identifying patterns in the changing shape of the moon and making predictions|viewing a time lapse video of the sun, moon, stars or a satellite’s movement across the sky|observing and describing short-term and longer-term patterns of events that occur in the sky, such as the appearance of the moon and stars at different times of the month or year|distinguishing between regular events that occur in the sky, such as the appearance of a full moon, and irregular events such as ‘blue’, ‘blood’ or ‘super’ moons|exploring how cultural stories of First Nations Peoples of Australia describe the patterns in the changing positions of the sun, moon and stars",
AC9S2U02,Science,Year 2,,Science Understanding,"explore different actions to make sounds and how to make a variety of sounds, and recognise that sound energy causes objects to vibrate","building vocabulary for describing sound, such as loudness and pitch, and comparing sounds made by musical instruments|exploring different ways to produce sound using familiar objects and actions such as striking, blowing, scraping, plucking and shaking|exploring how traditional musical instruments used by First Nations Australians produce their characteristic sounds|exploring how voices have a unique sound by playing games such as guess the speaker|observing vibrations produced by a twanged ruler held on a desk and experimenting with different ways of holding or positioning the ruler to produce observably different vibrations and sounds|investigating how sound energy makes things vibrate such as when speaking, using tuning forks or observing music speakers|investigating which materials best muffle sound|designing and making instruments that produce different sounds, such as drums, rain makers, thongophones or box guitars|discussing situations in which they have heard echoes and exploring how humans with vision impairment and other animals such as dolphins and bats use echolocation to locate objects in their environments",
AC9S2U03,Science,Year 2,,Science Understanding,"recognise that materials can be changed physically without changing their material composition and explore the effect of different actions on materials including bending, twisting, stretching and breaking into smaller pieces","exploring how materials can be physically changed to suit a particular purpose, such as twisting strands of cotton or wool together to make the thread stronger, or folding paper to make it fly|manipulating materials such as paper or fabric, and determining ways they can be physically changed by scrunching, twisting or bending, or broken into smaller pieces by cutting, tearing or crushing|crushing a stick of chalk into a powder, comparing the properties of the stick and the powder, and discussing whether it is still the same material|exploring how First Nations Australians make physical changes to natural materials to produce objects such as bowls, baskets and various fibre crafts|creating an ‘odd one out’ game by providing samples of the same material that has been physically changed in different ways, and one sample of a different material, and challenging other students to identify the odd one out",
AC9S2H01,Science,Year 2,,Science as a Human Endeavour,"describe how people use science in their daily lives, including using patterns to make scientific predictions","learning how First Nations Australians use observations of the night sky to assist with navigation|recognising that astronomers use patterns of movement of celestial objects in the sky, such as stars and comets, to make predictions about future appearances|listening to music and learning from musicians about how music can be understood as patterns of sounds and how they use their body or instruments to create music|discussing how we manage sound at home to ensure that we do not disturb each other or our neighbours, such as quietly closing doors, turning down the volume, taking off shoes on wooden floors or using headphones|investigating toys and digital tools that are voice activated, and engaging in guided discussion about how some devices use voice patterns to recognise the unique features of an individual’s voice|exploring how sound-activated and voice-activated tools help people manage daily activities such as turning on lights and communicating with others|learning from people who work with materials, such as woodworkers, product designers or artists such as fibre artists or sculptors, about how they learn about properties of materials and how they use creativity when manipulating materials|exploring how physically changing materials helps us to re-use them in a variety of ways, and decrease waste|considering how First Nations Australians use scientific practices such as sorting, classification and estimation to make predictions",
AC9S2I01,Science,Year 2,,Science Inquiry Skills,pose questions to explore observed simple patterns and relationships and make predictions based on experiences,"posing questions about how to make sounds with different instruments, such as: ‘If I do this, will it always produce a higher pitched sound?’|posing questions about the appearance or position of celestial objects in space across time, such as: ‘I wonder if the moon will look the same tomorrow or next week, as it does today?’|making predictions about what might occur when materials such as playdough or tissue paper are pulled with different strengths|making predictions about the relationship between vibration and sound, such as: ‘I think that if a ruler is twanged harder, it will make a louder sound’|making predictions about future appearances of phenomena in the sky at certain times of the week, month or year, such as the moon or satellites",
AC9S2I02,Science,Year 2,,Science Inquiry Skills,suggest and follow safe procedures to investigate questions and test predictions,"showing appropriate use of materials and equipment to others such as teachers, students or trusted adults and making suggestions about how to make an investigation safe or safer|discussing ways they could conduct observations of the sun in a safe way|following visual or verbal steps to construct a musical instrument or manipulate a material|suggesting ways they could manipulate materials and tools they could use",
AC9S2I03,Science,Year 2,,Science Inquiry Skills,"make and record observations, including informal measurements, using digital tools as appropriate","recording observations through text, drawing, counts, digital photography or video|engaging in a guided discussion about how to measure something in a fair way|using familiar units of measurement such as cups, handspans, walking paces, blocks or pencil lengths|representing informal measurements with concrete objects, such as drawing chalk lines and using lengths of string to measure shadows|exploring how digital tools can be used to make observations, such as simple clap-o-meter apps that measure sound volume, time lapse digital photography for observing apparent movement of celestial objects or slow-motion videos for observing a vibrating ruler",
AC9S2I04,Science,Year 2,,Science Inquiry Skills,"sort and order data and information and represent patterns, including with provided tables and visual or physical models","adding labels to a drawing or digital photograph to indicate key features, such as properties of materials that stay the same when changed physically, or to indicate how sound is produced by an instrument|ordering images of the changing appearance of the moon to show a monthly cycle|using a graphic organiser to sort images of musical instruments and the actions used to produce their sound|constructing simple column graphs and picture graphs with guidance to represent class investigations, such as recording objects that produce or do not produce sound|completing a table to record the number of ways different materials can be changed physically",
AC9S2I05,Science,Year 2,,Science Inquiry Skills,"compare observations with predictions and others’ observations, consider if investigations are fair and identify further questions with guidance","comparing their observations of changing shadow length across the day with their predictions and the patterns observed by others|comparing observations of sounds with those of others and considering if we all sense sound in the same way|proposing ways to ensure that the same sound is produced in an investigation, to keep the investigation fair|comparing findings from investigations about physically changing a material, such as cutting and folding, and exploring questions that investigate similar changes to different materials",
AC9S2I06,Science,Year 2,,Science Inquiry Skills,"write and create texts to communicate observations, findings and ideas, using everyday and scientific vocabulary","using learnt scientific vocabulary and structuring texts to sequence events, processes or ideas|creating and narrating a short animation to show the changing position of the sun across the day and using terms such as ‘sunrise’, ‘sunset’ and ‘horizon’|creating a class model of the solar system and naming the sun and planets|making a collage to represent and display all the ways a material can be physically changed|presenting and sharing musical instruments, through dance and song, to show what is vibrating to make the sound|presenting findings of investigations using charts, read-alouds, slideshows or displays using everyday and scientific vocabulary|acknowledging and learning about First Nations Australians’ ways of sharing astronomical knowledge across generations through oral traditions that include cultural accounts, stories, song and dance",
AC9S3U01,Science,Year 3,,Science Understanding,compare characteristics of living and non-living things and examine the differences between the life cycles of plants and animals,"classifying a collection of objects as living, once living or non-living and explaining their reasoning|observing and describing differences between metamorphic (such as butterflies, beetles or frogs) and non-metamorphic life cycles of animals, including humans|comparing the physical characteristics of an animal such as a frog or moth with its activity at different stages of its life cycle|representing stages of a plant or animal’s life cycle using drawings, digital photographs, graphic organisers or concrete materials|investigating how First Nations Australians understand and utilise the life cycles of certain species",
AC9S3U02,Science,Year 3,,Science Understanding,"compare the observable properties of soils, rocks and minerals and investigate why they are important Earth resources","examining different soils from local areas and using magnifying glasses to observe their components, such as pebbles, sand or plant matter as well as living things such as earthworms and insects|exploring the school grounds or a local area and observing or collecting different types of rocks and describing similarities or differences such as texture, colour, grain or crystal size|recognising that minerals are the building blocks of rocks and that the different characteristics of rocks depend on the minerals they are made up of|identifying rocks as key components of the built and natural environment and recognising uses of minerals such as gemstones in jewellery, graphite in pencils, and table salt in food|investigating First Nations Australians’ knowledges of different rock and mineral types, and how they were used such as for stone blades, grindstones and pigments|describing ways in which living things including humans depend on soils, such as for food, growing plants, providing habitat for organisms, and holding and cleaning water|examining information on plant tags and exploring the vocabulary used to describe soils and different plant soil requirements|investigating which rocks or minerals are quarried or mined locally or regionally and how those resources are used",
AC9S3U03,Science,Year 3,,Science Understanding,identify sources of heat energy and examine how temperature changes when heat energy is transferred from one object to another,"exploring how we sense heat and identifying sources of heat such as the sun, fire, electrical devices and geothermal springs|recognising that changes in heat energy can be measured using a thermometer|observing and, with assistance, measuring, what happens when a cold object is placed in direct contact with a warm object and proposing explanations|modelling the movement of heat from one object to another using drawing or role-play|investigating how well heat is transferred by different types of materials such as metals, plastics and ceramics and identifying how materials are used to keep things hot and cold|exploring how First Nations Australians developed clothing from animal skins such as possum furs and kangaroo skin cloaks that trap heat close to the body to stay warm",
AC9S3U04,Science,Year 3,,Science Understanding,investigate the observable properties of solids and liquids and how adding or removing heat energy leads to a change of state,"observing the properties of substances and classifying them as solids (that hold their shape) or liquids (that fill the bottom of containers)|investigating ice melting or water freezing in a sealed bag and explaining their observations|using ice cubes, butter or chocolate to explore how changes of state involve the removal of heat or the addition of heat|investigating how changes of state in materials used by First Nations Australians such as beeswax or resins are important for their use|exploring how changes from solid to liquid and liquid to solid can help us recycle materials such as glass or plastics",
AC9S3H01,Science,Year 3,,Science as a Human Endeavour,examine how people use data to develop scientific explanations,"investigating the stories of people who used multiple observations to develop scientific explanations, such as 17th-century entomologist and naturalist Maria Sibylla Merian, who was the first to record the nature of metamorphosis|exploring how farmers use soil tests to monitor and manage the health of farms|investigate how 18th-century physicists such as Jean Ingenhousz and Sir Benjamin Thompson collected data on conduction of heat to determine the best conductors or insulators|exploring age-appropriate science reports and journal articles and identifying where in the text the author has included data, findings or explanations|viewing a documentary or webinar and observing how scientists and researchers share their data and explanations",
AC9S3H02,Science,Year 3,,Science as a Human Endeavour,consider how people use scientific explanations to meet a need or solve a problem,"recognising how First Nations Australians observe and describe developmental changes in plants and animals to make decisions about when to harvest certain resources|exploring the history of manure and compost use in agriculture and how composting can help improve soil condition and plant growth|investigating how understanding of life cycles of insect pests such as fruit flies led to effective control strategies|investigating why salt, was so important to people’s diets, food preservation and medicine in ancient times that it was known as ‘white gold’|exploring how science knowledge of heat transfer has helped people develop different ways to cook food, such as by boiling, frying or roasting|investigating how engineers test the insulation properties of materials, and how this information is used to design food and beverage packaging, building insulation or clothing",
AC9S3I01,Science,Year 3,,Science Inquiry Skills,pose questions to explore observed patterns and relationships and make predictions based on observations,"acknowledging and using information from First Nations Australians to guide the development of questions regarding life cycles|posing questions about the relationship between soil characteristics and the growth of particular plants, such as: ‘Will beans grow best in sandy, loamy or clay soils?’|comparing simple maps of Australian agriculture and soil types and posing questions about observed patterns, such as: ‘Does wheat grow in particular soils?’|posing questions about substances that are difficult to classify as a solid or liquid, such as toothpaste, slime or hair gel|predicting whether the mass of ice in a sealed container will change when the ice has melted|predicting which material will be the most effective insulator of heat|predicting how quickly ice will melt at different ambient temperatures based on previous observations",
AC9S3I02,Science,Year 3,,Science Inquiry Skills,"use provided scaffolds to plan and conduct investigations to answer questions or test predictions, including identifying the elements of fair tests, and considering the safe use of materials and equipment","collaboratively identifying and ordering the steps in an investigation|using a provided framework or graphic organiser to plan and identify what to change, what to keep the same and what to measure to make a test fair|examining an example of a soil profile after soil has settled in water and planning an investigation to compare and contrast the components and particle sizes of different soils|planning an investigation to determine which material is the best to keep substances cold|discussing safety rules to follow when conducting investigations, such as following teacher instructions, manipulating equipment and materials with care and wearing appropriate personal safety gear, such as gloves, safety goggles and face masks when handling soils|consulting with First Nations Australians to guide the planning of scientific investigations, including safety considerations for field investigations",
AC9S3I03,Science,Year 3,,Science Inquiry Skills,"follow procedures to make and record observations, including making formal measurements using familiar scaled instruments and using digital tools as appropriate","using appropriate equipment to make and record observations, such as digital cameras, video, voice recorders and scaled instruments with appropriate increments|exploring how to use equipment such as thermometers or measuring cylinders and making readings with guidance|collaboratively designing a table to collect observations in the form of numerical data, written descriptions, drawings or photos|identifying and taking on roles in group work, such as setting up the equipment, making observations, recording observations and ensuring safe behaviours",
AC9S3I04,Science,Year 3,,Science Inquiry Skills,"construct and use representations, including tables, simple column graphs and visual or physical models, to organise data and information, show simple relationships and identify patterns",representing observed life stages by constructing models using recycled or craft materials|constructing pictorial maps to show the location of different soil and rock types in the local environment|constructing and using tables to explore the relationship between ambient temperature and time taken to melt|using graphic organisers to compare properties of solids and liquids|using column graphs to show melting time for ice in containers with different insulating layers,
AC9S3I05,Science,Year 3,,Science Inquiry Skills,"compare findings with those of others, consider if investigations were fair, identify questions for further investigation and draw conclusions","comparing findings, such as about best insulators, with those of others and identifying further questions based on differences in findings|discussing the factors that make investigations fair and evaluating the fairness of their own and others’ investigations|drawing conclusions based on consideration of their own and others’ findings|identifying further questions for investigation based on observations, differences in findings or new ideas",
AC9S3I06,Science,Year 3,,Science Inquiry Skills,"write and create texts to communicate findings and ideas for identified purposes and audiences, using scientific vocabulary and digital tools as appropriate","discussing how to construct simple reports of their investigations to share their predictions, methods, results and conclusions with their peers|consulting First Nations Australians’ representations of living things as evidenced and communicated through formal and informal sharing of information|writing a life-cycle story from the perspective of a living thing, including appropriate scientific terms for life stages|creating posters to display around school on the importance of placing compostable lunchtime food scraps such as apple cores in compost bins for use in kitchen gardens|collaborating to create a pictorial map of the school grounds showing where different rocks or soils can be found as part of the built or natural environment and creating a class display of rocks and soils collected|creating an advertisement to promote a new insulated container design to parents of primary-school-aged children|representing heat transfer using diagrams, digital drawings, arrows or labels using scientific vocabulary",
AC9S4U01,Science,Year 4,,Science Understanding,"explain the roles and interactions of consumers, producers and decomposers within a habitat and how food chains represent feeding relationships","describing how animals, including humans, obtain their food from plants and other animals|observing living things in a local habitat and categorising them as producers, consumers or decomposers|researching the different types of decomposers and their importance within a habitat|representing feeding relationships of producers and consumers as a food chain and comparing food chains across different habitats|recognising how First Nations Australians perceive themselves as being an integral part of the environment|investigating the impact of introduced predators such as foxes on small mammal species in Australia|researching how the removal of a food source from within a habitat, such as through an insect or rodent infestation, affected other living things within that habitat",
AC9S4U02,Science,Year 4,,Science Understanding,"identify sources of water and describe key processes in the water cycle, including movement of water through the sky, landscape and ocean; precipitation; evaporation; and condensation","identifying everyday examples of precipitation (rain or snow), evaporation (wet washing or paint drying) and condensation of water (water droplets on a cold water bottle)|identifying local water sources and exploring how they change over time, such as rain puddles that evaporate or a local creek that flows faster after rain|exploring where tap water comes from and predicting what happens to water that goes down the drain|exploring a game or simulation of the water cycle, identifying key processes and creating their own representation of the water cycle|recognising that clouds are tiny water droplets suspended in air, observing a ‘cloud in a bottle’ demonstrated by a teacher and discussing what conditions are needed for clouds to form and for rain or snow to fall|exploring First Nations Australians’ connections with and valuing of water and water resource management|recognising First Nations Australians’ knowledges and understandings of evaporation and how the effect of evaporation can be reduced to conserve water, such as by covering surfaces|considering why we are encouraged to save and recycle water, and actions people can take to reduce water consumption and waste",
AC9S4U03,Science,Year 4,,Science Understanding,"identify how forces can be exerted by one object on another and investigate the effect of frictional, gravitational and magnetic forces on the motion of objects","exploring the effect of magnets on other magnets and how magnetic forces can pull objects from a distance|exploring the positive and negative effects of friction on their everyday experiences, such as how friction causes objects to slow down and stop|recognising that gravity is the force that pulls all objects to towards the centre of Earth and that gravitational force acts on an object regardless of whether it is moving or not moving|observing how the pushing force of a liquid enables an object to float|investigating the effect of forces on the movement of objects in traditional First Nations Australians’ children’s instructive toys and games|examining shoe sole design and identifying patterns in sole design and use related to friction|watching a video of astronauts walking on the moon or dropping objects on its surface, and discussing the force they are observing|exploring how force arrows can be used to represent the direction and magnitude of forces acting on an object",
AC9S4U04,Science,Year 4,,Science Understanding,"examine the properties of natural and made materials including fibres, metals, glass and plastics and consider how these properties influence their use","identifying and naming materials in the classroom, and grouping objects made of similar materials or combinations of materials|exploring vocabulary for describing properties; observing different fibres, metals, glass and plastics; and using appropriate terms to describe, compare and contrast their properties|investigating familiar objects, such as shoes, drink containers or backpacks, examining the combination of materials from which they are made and suggesting reasons for those combinations based on properties of materials|considering how First Nations Australians use materials for different purposes, such as tools, clothing and shelter, based on their properties|designing, building and testing an object or structure for a specific purpose, such as a tent, lunchbox or bird feeder|investigating which materials can be recycled and researching alternatives for materials such as single use plastics",
AC9S4H01,Science,Year 4,,Science as a Human Endeavour,examine how people use data to develop scientific explanations,"examining age-appropriate scientific journal articles, identifying common text features and exploring why the scientific community might have conventions for sharing information about data and explanations|viewing or listening to documentaries or news reports that feature researchers and identifying how they talk about their area of research, particularly references to observations, data and evidence|investigating how ecologists use food chain data to develop explanations for population decline of native species such as the Richmond birdwing butterfly, and to develop strategies to increase their population|explore how hydrologists use rainfall and water use data to explain the amount of water flowing in rivers and why this changes over time|investigating how First Nations Australians test predictions and gather data in the development of technologies and processes",
AC9S4H02,Science,Year 4,,Science as a Human Endeavour,consider how people use scientific explanations to meet a need or solve a problem,"investigating how knowledge of the role of decomposers has helped people design industrial composting systems to manage plant and animal waste|investigating how First Nations Australians of arid regions of Australia use scientific knowledge to manage precious water resources|considering how knowledges of plant biology enable First Nations Australians to sustainably harvest and use plants to make tools and weapons, musical instruments, clothing, cosmetics and artworks|exploring how knowledge of the properties of plastic has influenced people to change how they purchase, use and dispose of plastic products|examining how people use knowledge of friction to improve car or bicycle safety on slippery surfaces such as wet or icy roads|investigating how knowledge of magnetic force is used to sort metals in recycling, mining and food processing",
AC9S4I01,Science,Year 4,,Science Inquiry Skills,pose questions to explore observed patterns and relationships and make predictions based on observations,posing questions about why some materials are used more often than others for particular products|predicting the effect on food chains when living things are removed from or die out in an area|consulting with First Nations Australians about how to predict the location of water sources from observation of landscape features|making predictions about the distances over which magnets will attract or repel each other,
AC9S4I02,Science,Year 4,,Science Inquiry Skills,"use provided scaffolds to plan and conduct investigations to answer questions or test predictions, including identifying the elements of fair tests, and considering the safe use of materials and equipment","using an investigation scaffold to design a fair test to identify which shoe provides the greatest or least friction or which materials are attracted to a magnet|predicting the interactions of forces in a game or toy design, and building and testing a prototype|predicting effects of changing numbers of producers or consumers, and using a virtual or roleplay food chain simulation to explore possible outcomes by running the simulation multiple times|following safety rules when conducting investigations, such as wearing personal safety gear correctly, using equipment according to guidelines and demonstrating safe behaviours in field sites or when interacting with biological specimens",
AC9S4I03,Science,Year 4,,Science Inquiry Skills,"follow procedures to make and record observations, including making formal measurements using familiar scaled instruments and using digital tools as appropriate","identifying animals in field locations using procedures such as direct or virtual observation, call or scat identification or pitfall traps|using appropriate equipment to make and record observations, such as digital cameras, video, voice recorders and familiar scaled instruments with appropriate increments|describing how to use rounding up or down when reading scaled instruments, and the effect of the scale size on the accuracy of the measurement|constructing tables or graphic organisers to record observations",
