Code,Subject,Year Level,Band,Strand,Descriptor,elaborations,Linked Achievement IDs
AC9HS2K02,HASS,Year 2,,Knowledge and Understanding,"how technological developments changed people’s lives at home, and the ways they worked, travelled and communicated","examining changes in technologies over several generations by comparing past and present objects and photographs, and discussing how these changes have shaped people’s lives; for example, changes to land, air and sea transport; the introduction of transistors, television and FM radio moving to digital streaming, including how people communicated over long distances|identifying, through questioning adults, the communication, work and transport technologies used in the childhoods of their grandparents or familiar elders|suggesting what their pattern of visits to places might have been one or 2 generations ago and comparing this to their current pattern|identifying the technologies used by local First Nations Australians for aspects of daily life such as providing food, shelter and transportation|identifying the ways current communication and transport technologies impact on our interconnections with other places; for example, online communication, accessibility to other places through different types of transport",
AC9HS2K03,HASS,Year 2,,Knowledge and Understanding,"how places can be spatially represented in geographical divisions from local to regional to state/territory, and how people and places are interconnected across those scales","identifying where they live in Australia, including in relation to their nearest capital city, the region and state/territory on a map and a globe|investigating the places locally and at a broader scale that they and their families visit for shopping, health, recreation, religious or ceremonial activities, or other reasons|identifying links they and other people in their community have with people and places at the regional and/or state/territory scale; for example, where produce in their supermarket comes from or produce from their farms goes to, relatives they visit, places they go for holidays|describing how communication and transport technologies connect their place to other places at the regional and/or state/territory level; for example, online communication, phone, road, rail, planes, ferries",
AC9HS2K04,HASS,Year 2,,Knowledge and Understanding,the interconnections of First Nations Australians to a local Country/Place,"listening to stories connecting local First Nations Australians with the land, sea, waterways, sky and animals of their Country/Place|liaising with community to identify original language groups of First Nations Australians who belong to the local area and exploring the relationship between language, Country/Place and spirituality (this is intended to be a local area study with a focus on one language group; however, if information or sources are not readily available, another representative area may be studied)|discussing when to use Acknowledgement of Country and Welcome to Country at ceremonies and events to respectfully recognise the Country/Place and Traditional Owners and Custodians of the land, sea, waterways, and sky",
AC9HS2S01,HASS,Year 2,,Inquiry and Skills,"develop questions about objects, people, places and events in the past and present","developing inquiry questions about a historical site; for example, “What does it look like now?”, “What condition is it in?”, “What was its purpose?”, “How might its use have changed?”, “How was it built/created?”, “Who built it?”, “How is it now used?”, “Why is it important?”, “Was/is it used by different groups of people?’|developing inquiry questions about places; for example, “What are the features of the place?”, “How far away is it?”, “How easy is it to get to?”, “How am I connected to it?”, “How is it connected to other places?”|posing questions using the stems: “How do I feel about …?”, ‘What would it be like to …?” and “What effect …?”",
AC9HS2S02,HASS,Year 2,,Inquiry and Skills,"collect, sort and record information and data from observations and from sources provided, including unscaled timelines and labelled maps or models","collecting information from sources and observations relevant to learning about the past (for example, photographs, interviews, newspapers, stories, and place and street names in maps) and relevant to learning about places (for example, surveying peers, satellite images, diagrams, field photographs, and observations of monuments, built and non-built historical landmarks, middens, remnants of native vegetation and old building remains), and identifying relevant information|creating pictorial maps with annotations to show historical sites or places they are connected to, incorporating symbols to show locations of objects, places or significant features|locating the places they are connected to, such as through family, travel or friends, or the places they visit for shopping, recreation or other reasons on a print, electronic or wall map|ordering key events in the history of the local community or in its development, using formats such as unscaled timelines, slideshows or stories; for example, the history of a person, place or building, or the developmental stages of telecommunications technologies",
AC9HS2S03,HASS,Year 2,,Inquiry and Skills,"interpret information and data from observations and provided sources, including the comparison of objects from the past and present","interpreting distance on maps using terms such as “distant”, “close”, “local”, “many hours in a bus/car/plane” and “walking distance” to decide on the accessibility of different features and places|interpreting geographic maps, concept maps, and other digital or visual displays to explore system connections; for example, places their classmates are connected to, where some food comes from, how First Nations Australians’ songlines connect places|interpreting symbols and codes that provide information, such as map legends|identifying how objects and activities are similar or different depending on conditions in local and distant places (for example, clothes, transport, technology)",
AC9HS2S04,HASS,Year 2,,Inquiry and Skills,"discuss perspectives related to objects, people, places and events","discussing why some places are considered special or significant by others, such as parents, First Nations Australians, grandparents or familiar elders, friends and returned soldiers|examining the points of view of older generations about changes over time; for example, changes to the natural or built environment, changes to daily living|exploring how the same place has significance to different groups for different reasons; for example, traditional meeting places for First Nations Australians within an urban area that include buildings or monuments that are important to other cultural groups.",
AC9HS2S05,HASS,Year 2,,Inquiry and Skills,draw conclusions and make proposals,"listing what makes a person, place or building significant and drawing conclusions about how people were, or are, connected to a local place and other places in the region and/or state/territory|creating a Venn diagram or table that shows aspects of continuity or change in the local area or technology over time|discussing how change in one aspect of technology impacted on the way people worked, travelled, communicated or played in the past|identifying how knowledge of special places and natural systems in their local area contributes to behaviour, and ideas about how to care for these places and to preserve their significance|using their knowledge about a familiar place or site to imagine how it might change in the future and how they can influence a positive future for it",
AC9HS2S06,HASS,Year 2,,Inquiry and Skills,"develop narratives and share observations, using sources, and subject-specific terms","developing narratives drawing on ideas in sources, such as a comparison of past and present daily life;|sharing observations using sources such as how access to and use of a place has changed over time|sharing with their teacher, other students and members of their family what they know about the past, using terms in speech and writing to denote the passing of time (for example, “in the past”, “years ago”, “the olden days”, “in the future”) and to describe direction and location of a place (for example, “north”, “south”, “opposite”, “near”, “far”)",
AC9HS3K01,HASS,Year 3,,Knowledge and Understanding,"causes and effects of changes to the local community, and how people who may be from diverse backgrounds have contributed to these changes","exploring photographs, newspapers, oral histories, diaries and letters to investigate how an aspect of life in the local community, such as transport, entertainment, the natural and built environment, and technologies, has changed over time; for example, from the time of European settlement to the present day|comparing photographs from the past and present of a specific location to identify the change or continuity (similarities and differences over time) associated with people, events or developments, places or ecosystems|identifying individuals and groups of diverse backgrounds from the past, who have contributed to the community’s economic, social, cultural, civic and environmental development and character|investigating reasons for change in the local community, why change was brought about and what happened because of it; for example, the change in use of a building, wasteland turning to wetland",
AC9HS3K02,HASS,Year 3,,Knowledge and Understanding,"significant events, symbols and emblems that are important to Australia’s identity and diversity, and how they are celebrated, commemorated or recognised in Australia, including Australia Day, Anzac Day, NAIDOC Week, National Sorry Day, Easter, Christmas, and other religious and cultural festivals","identifying and discussing the historical origins of an important Australian celebration or commemoration, including Australia Day, Anzac Day, NAIDOC Week and National Sorry Day, as well as significant religious or cultural festivals, such as Easter, Christmas, Lunar New Year, Diwali and Eid|recognising that people have different points of view on some events that are commemorated and celebrated; for example, some First Nations Australians regard “Australia Day” as “Invasion Day” and many non-Christians celebrate Christmas|generating a list of local, state/territory, national and religious symbols and emblems (for example, the Commonwealth Coat of Arms, the Australian Flag and First Nations Australians’ flags, state/territory flags and coats of arms, club emblems, school logos, flags, floral emblems, and religious symbols, such as the Christian cross, the Crescent and Star, and the Magen David), and discussing their origins, use and significance|examining the symbolism found in the design and positioning of flags (for example, the Australian flag, First Nations Australians’ flags) and recognising special occasions when they are flown (for example, all three flags are flown during NAIDOC Week, National Reconciliation Week, National Sorry Day and Mabo Day)|examining the roles, rights and responsibilities the community has when observing protocols around flag flying",
AC9HS3K03,HASS,Year 3,,Knowledge and Understanding,"the representation of contemporary Australia as states and territories, and as the Countries/Places of First Nations Australians prior to colonisation, and the locations of Australia’s neighbouring regions and countries","using geographical tools to locate and name the states and territories in Australia, along with their capital cities; for example, a globe, wall map or digital source such as an online satellite image|using a globe or digital source to locate the Pacific Island nations, New Zealand, Papua New Guinea, Timor-Leste, Indonesia and countries relevant to students, labelling them on a map and identifying the direction of each country from Australia|using the Australian Institute of Aboriginal and Torres Strait Islander Studies Map of Indigenous Australia and a states and territories map of Australia to compare the boundaries of Aboriginal Countries and Torres Strait Islander Places with the surveyed boundaries between Australian states and territories, to gain an appreciation of the different ways Australia can be represented",
AC9HS3K04,HASS,Year 3,,Knowledge and Understanding,the ways First Nations Australians in different parts of Australia are interconnected with Country/Place,"explaining that some First Nations Australians have special connections to many Countries/Places; for example, through marriage, birth, parents, residence and chosen or forced movement, and that First Nations Australians can identify with more than one Country/Place|discussing how some people are connected to one Country; for example, because it is “Mother’s” Country or “Father’s” Country|exploring the ways Australian First Nations Peoples connect to Country/Place, by reading and viewing poems, songs, paintings and stories from outside the local area",
AC9HS3K05,HASS,Year 3,,Knowledge and Understanding,"the similarities and differences between places in Australia and neighbouring countries in terms of their natural, managed and constructed features","identifying and locating examples of the main climatic types in Australia and neighbouring countries (for example, equatorial, tropical, arid, semi-arid, temperate) and the features of those climate types and their impact on other natural features|identifying and describing the similarities and differences between places in Australia and places in neighbouring countries, such as Indonesia and Pacific Island nations, in their natural features; for example, rocks, landforms, bodies of water, climate, soils, natural vegetation and animal life|investigating differences in the type of housing that people use in different climates and environments|exploring different types of settlement and classifying them into hierarchical categories, such as isolated dwellings, outstations, villages, towns, regional centres and large cities|choosing a place in a neighbouring country, such as Indonesia or Pacific Island nations, to compare with a place in Australia in terms of managed and built features, to explore the reasons for similarities and differences",
AC9HS3K06,HASS,Year 3,,Knowledge and Understanding,"who makes rules, why rules are important in the school and/or the local community, and the consequences of rules not being followed","developing and justifying a set of fair rules and consequences for the class|identifying familiar rules, how rules protect the rights of others, what their responsibilities are to others, and the consequences when rules are not followed|exploring who has the authority to make rules in different contexts (for example, parents, teachers, coaches) and considering why rules differ across these contexts, such as a school playground, in class, at home, or in sport|discussing situations where it is not fair to have one rule that treats everyone the same; for example, if some people, such as students with disability, have different needs or would be unable to follow the rules|exploring cultural norms behind some rulemaking; for example, removing shoes before entering places of cultural or religious significance",
AC9HS3K07,HASS,Year 3,,Knowledge and Understanding,why people participate within communities and how students can actively participate and contribute to communities,"identifying groups that actively participate in the local community or through a virtual community and exploring their purpose|exploring how they could participate in a school or community project; for example, raising money for a relevant aid project, such as supporting disadvantaged communities overseas or working to protect a bird habitat|investigating how an individual’s contribution can be recognised; for example, an Order of Australia award|exploring the motivations of individuals who contribute to communities, such as local community volunteers, leaders and Elders",
AC9HS3S01,HASS,Year 3,,Inquiry and Skills,"develop questions to guide investigations about people, events, places and issues","developing inquiring questions as they investigate; for example, “Why there?” questions about location; “What might happen?” questions about future consequences of natural processes or people’s actions in places; and “What ought to happen?” questions about ethical behaviour, sustainability and preferred futures|asking probing questions during an investigation; for example, “Why is that so?”, “What else do we need to know?”|posing questions to compare such as “How have things changed?” and “How is my house the same or different to one in a neighbouring country?”",
AC9HS3S02,HASS,Year 3,,Inquiry and Skills,"locate, collect and record information and data from a range of sources, including annotated timelines and maps","locating sources suited to learning about the past, such as photographs, interviews, newspapers, digital media, stories, cemetery observations, interviews with older people, and maps, including those online|collecting information in the field; for example, taking photographs, making sketches or collecting natural objects, or interviewing or surveying people to seek information about feelings, preferences, perspectives and actions|gathering information from maps, aerial photographs, satellite images or digital application objects, to support the investigation of the natural, managed and constructed features of places|sequencing information about local people and events in annotated timelines to show change|acquiring geographical information from schools in geographically contrasting parts of Australia and neighbouring countries and recording that information by constructing and annotating maps, using the appropriate cartographic conventions, including map symbols, title and north point|creating tables or picture and column graphs to show patterns in data collected from a class vote on participation in community activities",
AC9HS3S03,HASS,Year 3,,Inquiry and Skills,interpret information and data displayed in different formats,"distinguishing between fiction and non-fiction texts in relation to representation of places, environments and past events|interpreting climate data to describe the temperature and rainfall for a place in Australia and a place in a neighbouring country|interpreting information about the number of parents that volunteer at the school and why they may choose to contribute in this way|interpreting data to identify patterns of change over time; for example, examine building dates to make inferences about changing designs and materials used|using maps, ground and aerial photographs, and a digital source such as online satellite images to identify, locate and describe features, including the interpretation of cartographic information such as titles, map symbols, north point and compass direction",
AC9HS3S04,HASS,Year 3,,Inquiry and Skills,"analyse information and data, and identify perspectives","comparing information in different sources to identify evidence of change; for example, images and maps of the local area over time|comparing different accounts of historic events to determine the effects of changes; for example, how the development of local farming or industry impacted on people and the environment|analysing information collected from interviews with different people, such as children, teachers, coaches and community members, about rules and how decisions are made|using visible thinking strategies to examine a group of paintings and/or maps across a period of time, to explore evidence of continuity and change, and significant events in the local area",
AC9HS3S05,HASS,Year 3,,Inquiry and Skills,draw conclusions based on analysis of information,"reaching conclusions about how their place and community have changed and developed based on an analysis of data and information related to settlement patterns, local changes in plant and animal species, historic events or cultural celebrations|drawing conclusions about the preservation of unique features of the natural environment|drawing conclusions about the ways people are connected with places, and the similarities and differences of places in Australia and those of neighbouring countries",
AC9HS3S06,HASS,Year 3,,Inquiry and Skills,propose actions or responses to an issue or challenge that consider possible effects of actions,"contributing ideas to a group response to a community challenge; for example, ways their class or school could contribute to recycling or conserving energy|considering anticipated effects of actions designed to protect and improve places that people perceive as important, such as places of environmental, cultural or religious value, or historic significance|developing a plan of action to achieve a set goal; for example, to protect a place, to participate in a community festival or commemoration, to raise awareness about an issue, to raise money for a purpose|arguing a point of view on a civics and citizenship issue relevant to their lives (for example, the consequences of breaking school rules, the value of contributing to their community, the need to preserve an endangered species) and making effective use of persuasive language such as “I think” and “I dis/agree that” to gain the support of others",
AC9HS3S07,HASS,Year 3,,Inquiry and Skills,"present descriptions and explanations, using ideas in sources and relevant subject-specific terms","selecting ideas from sources, such as graphs, tables, photographs and pictures|using appropriate terms when speaking, writing and illustrating; for example, historical terms such as “immigration”, “exploration”, “development”, “settlement”, “naming days of commemoration” and “emblems”; geographical terms such as “climate”, “settlement”, “environment”, “natural” and “constructed”; and civics terms such as “community”, “decision-making” and “participation”",
AC9HS4K01,HASS,Year 4,,Knowledge and Understanding,"the diversity of First Nations Australians, their social organisation and their continuous connection to Country/Place","recognising that First Nations Australians include two distinct cultural groups – Aboriginal Peoples and Torres Strait Islander Peoples – and there is considerable diversity within these groups|investigating early archaeological sites (for example, Nauwalabila, Devil’s Lair, Lake Mungo) that show the continuous connection of early First Peoples of Australia to Country/Place and the early lifestyles of First Nations Australians|exploring the connection of First Nations Australians to the land and water and how they manage these resources|investigating the diversity and significance of trade and exchange of ideas to First Nations Australians, including with groups outside Australia such as the Macassans",
AC9HS4K02,HASS,Year 4,,Knowledge and Understanding,the causes of the establishment of the first British colony in Australia in 1788,"examining the journeys of one or more European explorers who sailed parts of the route to Australia, such as Vasco da Gama and Ferdinand Magellan, using navigation maps to reconstruct their journeys, in order to investigate how exploration and knowledge of routes allowed for the later feasible settlement of Australia|examining journeys of the Australian coastline of one or more European explorers (for example, Dirk Hartog, Abel Tasman, James Cook, Comte de la Perouse, Willem Jansz) using navigation maps to reconstruct their journeys, in order to investigate the possibility of countries settling Australia to expand their empires|describing the journeys of James Cook, and that of Joseph Banks, and their role in the establishment of a British colony in Australia, including reference to Cook’s “secret instructions”|investigating the reasons for the colonisation of Australia, including Britain needing a penal colony, the impact of the American War of Independence, the creation of a base in the global south and resources",
AC9HS4K03,HASS,Year 4,,Knowledge and Understanding,"the experiences of individuals and groups, including military and civilian officials, and convicts involved in the establishment of the first British colony","describing the events around the establishment of the First Fleet and the key people involved, such as Captain Arthur Phillip, marines, Reverend Richard Johnson and convicts|describing the events and experiences of groups and individuals on the journey of the First Fleet|examining the wide range of crimes punishable by transportation and looking closely at the people who were transported|investigating attitudes to the poor, the treatment of prisoners and the social standing of those who travelled to Australia on the First Fleet, including families, children and convict guards|investigating daily life in the Port Jackson penal settlement, the challenges experienced by the people there and how they were managed",
AC9HS4K04,HASS,Year 4,,Knowledge and Understanding,the effects of contact with other people on First Nations Australians and their Countries/Places following the arrival of the First Fleet and how this was viewed by First Nations Australians as an invasion,"investigating contact between First Nations Australians and people from different continents (Asia and Europe) before 1788; for example, the repulsion of the Dutch at Cape Keerweer in 1606, trade, sharing of ideas and technologies|exploring early contact of First Nations Australians with the British, including individuals such as Pemulwuy, Windradyne and Bennelong, and considering the differing perspectives of the interactions between Europeans and First Nations Australians, and how interactions could be interpreted as negative for one group and positive for the other|examining paintings and accounts by individuals involved in exploration and colonisation to explore the impact that British colonisation had on the lives of First Nations Australians; for example, dispossession, dislocation and the loss of lives through frontier conflict, disease, and loss of food sources and medicines, the embrace of some colonial technologies, the practice of colonial religion, and intermarriage between colonists and Australian First Nations Peoples",
AC9HS4K05,HASS,Year 4,,Knowledge and Understanding,"the importance of environments, including natural vegetation and water sources, to people and animals in Australia and on another continent","identifying the main types of vegetation, including forest, savannah, grassland, woodland and desert, and exploring natural vegetation in Australia and another continent such as Africa or South America|exploring how vegetation has an important role in sustaining the environment by producing oxygen, protecting food-producing land from erosion, retaining rainfall, providing habitat for animals, sheltering crops and livestock, providing shade for people, cooling urban places, producing medicines, wood and fibre, and making places appear more attractive|explaining how people’s connections with their environment can also be aesthetic, emotional and spiritual|exploring strategies to protect particular environments that provide habitats for animals; for example, planting bird-attracting vegetation|identifying the importance of water to the environment and to sustaining the lives of people and animals",
AC9HS4K06,HASS,Year 4,,Knowledge and Understanding,"sustainable use and management of renewable and non-renewable resources, including the custodial responsibility First Nations Australians have for Country/Place","exploring how some resources are used and managed in sustainable and non-sustainable ways; for example, auditing use of renewable and non-renewable resources in the classroom, investigating recycling and waste disposal of non-renewable resources in the school and by local government, reducing waste through “nude food” lunch boxes and using recycled toilet paper, examining how renewable resources such as timber are managed|investigating how First Nations Australians adapted ways of living using knowledge and practices linked to the sustainable use of resources and environments (for example, rotational use and harvesting of resources; mutton-bird harvesting in Tasmania; the use of fire; the use of vegetation endemic in the local area for food, shelter, medicine, tools and weapons; and the collection of bush food from semi-arid rangelands), and how this knowledge can be taught through stories and songs, reflecting their inherent custodial responsibilities",
AC9HS4K07,HASS,Year 4,,Knowledge and Understanding,"the differences between “rules” and “laws”, why laws are important and how they affect the lives of people","distinguishing between “laws”, such as not speeding in school zones, and “rules”, such as practising sun safety in the school|exploring examples of laws and their purpose, recognising that laws apply to everyone in society and why they are important to students’ lives|investigating the impact of laws, such as environmental laws, native title laws and laws concerning sacred sites|investigating the customary lore of First Nations Australians and how it relates to people and places; for example, the lore covers rules of living, skin groups, broad roles of men and women, economic affairs, marriage and other activities",
AC9HS4K08,HASS,Year 4,,Knowledge and Understanding,the roles of local government and how members of the community use and contribute to local services,"examining how local government is chosen and by whom|exploring what local government does, including the services it provides, such as environment and waste management, libraries, health services, parks, cultural events, pools and sport facilities, arts and pet management|describing how local government services impact on the lives of students, and discussing how local groups/organisations and children can use their voices and make responsible choices about the services that impact them and their environment",
